sample,ENSG00000157150.4,ENSG00000139618.14,ENSG00000133687.15,ENSG00000082175.14,ENSG00000012048.19,ENSG00000140009.18,ENSG00000196569.11,ENSG00000091831.21,ENSG00000107485.15,ENSG00000141736.13
TCGA-BH-A0BQ-01,0.9268,-0.4131,1.0363,2.7205,2.1862,-4.0350,2.9802,5.1591,8.0216,6.9525
TCGA-B6-A0WY-01,-1.8836,1.3735,3.2885,2.9618,1.7702,-4.2934,2.3423,4.8059,7.5065,6.6966
TCGA-BH-A0C0-01,-1.6394,2.7572,0.0014,1.3567,0.4552,-2.0529,0.3231,6.6927,7.7898,6.9448
TCGA-A8-A09I-01,-1.6394,2.3423,1.0847,-3.8160,2.5413,-3.4580,0.2277,5.6068,7.9605,11.2815
TCGA-E2-A15F-01,3.1028,1.2455,1.3454,5.3509,2.4465,-3.0469,1.5115,7.9312,8.8541,6.4024
TCGA-D8-A27L-01,0.5271,1.3283,1.9822,5.3562,2.3704,-2.5479,3.1079,6.1873,7.6488,6.4491
TCGA-D8-A1X5-01,1.4174,0.9568,0.1257,0.4552,1.8643,-5.5735,1.7828,7.7655,7.5358,9.0783
TCGA-C8-A12O-01,-1.4699,0.1124,0.6608,2.8137,2.8117,-3.0469,1.4962,5.6253,5.8973,5.9844
TCGA-AO-A0JD-01,-0.5756,3.2112,-0.1665,2.6693,2.4090,-3.4580,-0.5543,6.3761,7.3825,5.8505
TCGA-A8-A083-01,-1.4699,-0.1187,-1.1488,3.0252,1.7316,-2.8262,-0.7834,8.5713,9.4843,6.9869
TCGA-A2-A0YI-01,4.9374,-0.0277,1.2394,3.6486,1.0151,-1.4305,2.7972,7.2775,7.7901,6.1552
TCGA-A2-A0CW-01,-2.8262,3.2080,3.0056,3.3563,2.7700,-3.8160,0.0158,7.2592,7.3683,6.7411
TCGA-A8-A092-01,-2.2447,1.5316,3.2205,4.1153,4.5589,-3.8160,0.4657,5.1534,7.4696,7.2834
TCGA-BH-A18Q-01,0.2154,1.8801,1.1447,0.2277,2.2783,-2.2447,1.8604,2.5388,4.1103,5.7536
TCGA-AO-A12B-01,-1.3548,0.3907,-0.9406,5.5662,2.7051,-4.6082,-0.6416,8.3699,8.0119,5.3234
TCGA-AN-A0FJ-01,0.0854,-0.0130,-1.7322,-4.0350,2.7336,-2.3147,1.2992,-2.8262,1.2085,4.9463
TCGA-AC-A3EH-01,-1.9379,0.5859,-0.7588,-2.7274,2.0111,-5.0116,1.3109,6.0717,8.3565,7.6315
TCGA-GI-A2C8-01,-0.0425,-1.2142,0.7146,-2.3884,-0.1665,-4.2934,3.0376,5.6801,7.7856,2.8542
TCGA-AO-A12F-01,0.0718,1.4859,2.0325,-2.7274,2.7357,-3.1714,0.6880,-2.3884,4.9360,5.9547
TCGA-BH-A1FD-01,-2.3147,1.8160,-0.5543,5.4855,2.1830,-4.0350,0.7748,7.8192,7.1419,4.5009
TCGA-EW-A1P6-01,-3.8160,0.5271,-0.3201,6.6156,2.4492,-3.6259,2.1638,7.4927,7.6328,6.1809
TCGA-E2-A14X-01,-0.1504,1.4281,-0.0277,-3.1714,2.2144,-2.3147,2.0946,0.7321,2.6940,5.4588
TCGA-BH-A8FZ-01,0.0300,-0.3022,2.1280,1.3109,1.6695,-1.8314,2.9469,3.6474,5.4202,7.6089
TCGA-S3-AA17-01,2.7444,1.4704,3.3800,-1.3548,2.7508,-0.9971,1.2815,7.1367,6.9125,6.3716
TCGA-A8-A09Q-01,-1.0262,-0.5543,0.1519,4.3618,2.3193,-3.0469,2.4675,7.5255,7.2393,5.5401
TCGA-AC-A2FF-01,2.7508,1.3679,2.4831,3.6335,1.8840,-1.5105,4.8837,3.1797,7.3155,6.8892
TCGA-BH-A0BW-11,1.8160,1.4808,3.1045,-0.3201,2.4225,-0.6873,2.8897,3.7248,5.2544,5.6784
TCGA-AN-A0AM-01,1.9034,0.6790,-1.0862,-3.4580,1.5709,-2.8262,-1.2142,7.1748,7.6159,4.8136
TCGA-D8-A1XD-01,-4.0350,-0.0425,4.7882,3.9682,2.6828,-4.0350,2.4225,6.0453,7.9548,7.0206
TCGA-D8-A27R-01,0.9568,0.6332,0.7916,0.7916,3.0515,-4.0350,3.1892,5.5485,7.8201,6.5627
TCGA-AQ-A1H2-01,-0.4719,0.4447,-2.5479,-0.5125,1.1316,-4.6082,-0.2159,8.8294,8.9656,6.9011
TCGA-AR-A24O-01,3.0602,1.6830,3.7116,4.7253,2.4359,-2.5479,4.0782,5.6597,7.0908,5.6014
TCGA-A8-A0AD-01,-1.5105,0.5568,4.0549,4.7225,2.3592,-2.9324,1.7316,7.6864,6.9010,7.1956
TCGA-A7-A3J1-01,3.1765,1.5266,1.7995,-1.1172,2.3843,-1.8836,3.4543,6.5578,8.8498,7.3101
TCGA-BH-A0H5-11,2.9300,0.2277,3.7356,3.2692,1.3846,-1.5105,2.1378,5.2570,6.5403,6.3424
TCGA-LD-A7W6-01,1.4441,0.8726,1.5064,3.0428,2.4332,-1.7322,3.3364,6.4209,8.5991,6.9320
TCGA-D8-A1JH-01,0.4865,0.5170,1.9822,5.0833,1.9638,-2.7274,3.0706,6.6163,7.7218,6.6057
TCGA-BH-A1FR-01,-1.2481,0.3460,-0.2498,4.3625,2.5087,-4.2934,0.4967,8.5704,8.8594,5.7759
TCGA-3C-AAAU-01,-1.2481,1.1770,3.6950,3.0145,3.3192,-4.2934,0.4657,4.7672,8.0330,6.4486
TCGA-A8-A06U-01,-0.9406,1.3340,-0.7346,2.3677,2.5511,-4.2934,0.2522,7.2721,8.3976,7.1867
TCGA-BH-A0BT-01,-3.8160,-0.4131,-1.1811,4.4868,1.3567,-4.2934,0.7999,5.7225,7.5704,7.4320
TCGA-E9-A1RI-01,-1.6850,0.5763,1.2333,0.9789,2.5683,-3.4580,2.6783,4.8758,7.7239,7.1667
TCGA-E9-A5UP-01,-2.5479,-1.0559,-3.1714,-2.4659,1.7660,-1.9379,-2.7274,6.9871,9.1633,8.3737
TCGA-AR-A255-01,0.2154,1.2023,4.4115,4.9519,2.6114,-3.4580,3.1556,6.6658,7.5382,6.5671
TCGA-AC-A8OS-01,2.6850,0.3907,1.9859,0.2277,1.0363,-1.9379,3.8451,7.5494,6.9895,5.8465
TCGA-LL-A7SZ-01,-0.6873,-1.3183,-1.3921,0.4967,1.1706,-2.1779,0.2642,3.6393,5.7533,4.4881
TCGA-A2-A0ES-01,1.5465,0.9115,3.9089,4.8340,1.5366,-2.6349,2.8422,5.7837,6.3468,6.6163
TCGA-AN-A03X-01,0.4125,1.3567,0.2881,3.6382,1.6785,-4.6082,3.2602,6.6758,7.9276,6.4148
TCGA-E2-A14Q-01,2.4985,0.4340,2.8117,4.1335,1.2636,-3.3076,2.4279,7.9613,8.1670,5.9141
TCGA-OL-A5D6-01,-1.9379,-0.2845,2.3649,-2.1779,0.5170,-2.4659,2.8542,-0.5332,4.3534,7.3861
TCGA-BH-A0B9-01,-0.4921,1.2333,0.0854,-5.5735,2.2144,-3.8160,-0.8863,-2.1779,2.9692,4.0636
TCGA-A2-A0ET-01,-1.4305,1.7446,-0.9406,3.1507,3.1062,-3.8160,-0.6416,7.3023,9.5479,7.0715
TCGA-AO-A12A-01,0.5763,1.1250,2.4332,5.6297,1.9490,-2.7274,2.4518,5.8258,8.5087,6.2602
TCGA-BH-A1EW-11,3.5009,1.3051,3.3814,4.3335,2.1476,-1.4305,3.6289,5.3917,6.4199,6.0871
TCGA-D8-A1X7-01,3.4061,1.3225,0.3685,5.5414,2.4306,-3.8160,1.3454,7.4671,7.4517,4.6571
TCGA-A8-A08B-01,-4.0350,3.0757,3.5349,0.7579,3.0127,-2.3147,0.8164,5.0640,7.6522,10.3481
TCGA-AN-A0FS-01,1.9111,-1.2828,1.8762,0.2998,1.9226,-4.0350,3.8700,7.5325,8.5626,6.7319
TCGA-BH-A0DH-11,5.5638,-0.2845,2.9544,2.2175,0.2642,-2.3884,2.3732,5.2331,6.3642,5.6436
TCGA-E9-A226-01,-1.5951,2.1638,0.5763,4.3206,1.8564,-4.2934,2.5213,6.4116,7.3641,5.4430
TCGA-E9-A1NF-01,-1.6394,0.6790,-0.1031,-0.2845,0.8726,-3.0469,2.4908,6.7744,5.4121,5.3632
TCGA-B6-A0RH-01,-0.2328,0.9789,3.0619,2.1147,1.1641,-3.4580,0.7579,4.5154,7.6258,8.2198
TCGA-BH-A0DL-01,-3.4580,2.1147,1.8119,-4.6082,2.9765,-1.7322,-1.1811,3.7930,4.2450,4.6543
TCGA-A2-A4S1-01,3.7561,-1.0262,2.5137,-6.5064,0.1903,-6.5064,3.0234,-0.7588,-0.8084,0.4761
TCGA-B6-A0RV-01,-0.2498,0.9935,1.6558,5.1716,1.1897,-2.8262,2.4412,7.3267,7.8031,5.9021
TCGA-D8-A27F-01,-1.7322,1.9377,2.5852,-3.1714,-0.6193,-2.4659,1.6695,-1.3921,2.3981,5.6404
TCGA-UL-AAZ6-01,-0.6416,1.3397,-1.4699,0.5955,1.2756,-2.6349,-0.0574,5.7560,7.1439,10.5991
TCGA-E9-A1RB-01,0.7664,1.4011,0.2642,3.1971,3.3061,-3.4580,-0.1993,5.6562,7.2721,4.6077
TCGA-AC-A2FM-01,1.8282,0.2277,1.4228,0.6969,2.9802,-3.8160,2.5511,7.8497,7.9374,8.1432
TCGA-AO-A1KR-01,-1.0862,-1.0862,-1.3183,-3.6259,1.5514,-3.8160,-0.1665,-1.2828,5.6358,6.1127
TCGA-AN-A0AL-01,-1.6394,1.3679,-0.0130,-1.5522,1.7360,-1.6394,0.4657,-0.6193,3.5086,4.8910
TCGA-E2-A1LI-01,-3.8160,2.5804,-0.4921,-5.0116,2.8280,-2.9324,0.2522,-0.4921,3.2915,5.9206
TCGA-E9-A3Q9-01,4.4542,-1.3921,3.2959,5.7184,0.9419,-1.4305,1.5854,6.5262,7.5224,5.1764
TCGA-BH-A0B5-11,7.2031,-4.2934,4.1417,-1.1811,-0.0277,1.2696,3.0358,2.0218,1.8722,2.0325
TCGA-B6-A0WW-01,-5.5735,-1.3183,1.5998,1.5661,2.0111,-3.4580,0.2998,7.8569,7.5442,6.8661
TCGA-AR-A1AI-01,-5.5735,2.0673,-1.7322,-4.6082,3.0876,-1.9379,-0.4719,2.1957,4.6759,5.7589
TCGA-BH-A18R-01,-1.9942,2.5561,1.9859,-2.1140,2.3366,-3.4580,1.8801,3.2282,7.9718,9.0760
TCGA-BH-A18N-11,5.8258,-0.8599,4.2381,3.9929,1.3109,-0.5973,3.7773,5.6960,6.5297,6.0917
TCGA-D8-A1JL-01,0.9789,2.3077,3.1095,-2.7274,-0.1031,-3.3076,1.1117,0.5470,5.9267,4.9901
TCGA-A7-A0DB-01,2.91032639635,1.31288062719,1.45467929028,5.64905676615,1.98101926577,-0.290394797235,3.56124321735,7.86479575122,6.64529014027,5.86671153611
TCGA-OL-A5RZ-01,-0.7346,-0.3383,-1.5105,-5.5735,1.3109,-3.3076,-0.8863,-0.5332,6.4162,11.1759
TCGA-BH-A209-11,5.2044,0.0580,4.2064,2.1862,0.9568,-0.7108,3.2112,4.2684,5.9577,5.3726
TCGA-EW-A1OW-01,-0.7588,1.3167,1.2934,-2.1779,3.4856,-4.2934,-0.1665,-2.3884,3.5572,5.6778
TCGA-B6-A2IU-01,1.1833,0.5271,0.4233,4.5367,2.6302,-2.3147,1.0642,6.3677,9.2078,7.5049
TCGA-C8-A137-01,0.3231,1.3397,2.1378,-3.4580,1.2696,-3.6259,2.0289,1.3283,6.7640,10.5226
TCGA-E2-A1LB-11,0.9343,0.4233,3.4543,2.1670,1.5806,-2.7274,1.2934,4.0488,6.7618,6.7082
TCGA-BH-A18H-01,-2.4659,0.8726,2.1280,3.4609,1.2576,-3.4580,1.7744,6.5135,7.0581,5.6969
TCGA-A8-A08R-01,-3.4580,1.8957,0.5470,-3.0469,3.5694,-2.5479,0.9493,-1.3183,1.0007,7.0292
TCGA-BH-A0C1-01,-0.7108,1.0503,1.0007,4.2624,2.0254,-3.8160,2.6395,5.9773,7.8217,6.5491
TCGA-D8-A73U-01,2.2206,0.7999,0.5271,3.4384,1.2333,-1.3921,2.3760,5.1273,6.7377,5.4400
TCGA-LL-A8F5-01,-2.2447,-0.8599,0.8568,-5.0116,1.6785,-2.3884,-3.0469,0.8327,5.4545,4.4621
TCGA-C8-A8HP-01,0.0158,-0.1665,0.0014,-3.0469,1.5806,-2.1779,0.6790,-1.4305,5.8637,10.9181
TCGA-BH-A6R8-01,1.3956,-1.0262,1.9452,3.2944,1.6920,-4.2934,0.4657,5.9826,7.7253,6.6110
TCGA-BH-A202-01,-1.2481,1.2934,0.4125,1.8996,3.7291,-3.8160,1.2271,5.5355,6.2932,9.1197
TCGA-OL-A5RY-01,1.5064,0.8327,2.2960,-1.4699,1.3397,-1.6394,2.0569,0.7999,4.3484,10.4708
TCGA-OL-A66I-01,-1.0559,0.0440,0.5271,-2.3147,2.4779,-2.9324,0.9268,-0.4325,3.4765,5.5179
TCGA-C8-A12V-01,-2.1140,1.4441,0.7146,-3.0469,1.0847,-1.7809,1.0915,0.3907,4.4006,4.2877
TCGA-A7-A26E-01,-0.519377052834,1.38830148952,3.50517000627,2.71099002625,2.14980434123,-1.91953807785,3.87587542526,7.46133979222,6.79445862265,6.13429281883
TCGA-AO-A03N-01,0.8961,0.1776,-0.8339,-2.2447,1.6466,-3.8160,-0.9132,4.7474,8.0438,4.9700
TCGA-BH-A0HO-01,-0.3566,-0.3022,-0.0277,4.4006,1.9712,-4.0350,0.6880,5.6716,7.8306,6.0997
TCGA-AR-A1AN-01,2.3677,-0.1187,3.0393,4.6960,1.4441,-3.1714,2.9338,5.4578,7.0044,5.4676
TCGA-A8-A09X-01,-1.5951,1.6093,0.6790,-3.4580,2.0707,-1.9942,1.2576,-0.2845,5.7079,6.2787
TCGA-AR-A254-01,0.5370,2.0946,2.5561,3.2826,2.4934,-3.3076,2.1345,3.6335,6.6515,10.4739
TCGA-PE-A5DE-01,0.2881,0.4552,0.9115,3.3076,1.9188,-1.5951,1.0779,5.9038,8.2750,5.6044
TCGA-BH-A0HL-01,-5.0116,0.5666,3.3759,2.7636,3.1261,-3.8160,-1.2481,7.6059,8.1217,6.7774
TCGA-D8-A27E-01,-1.5951,-0.9406,0.3573,-1.1488,1.2992,-3.0469,0.0440,8.5506,8.3149,6.0378
TCGA-A2-A0CO-01,2.1606,-0.5543,2.8602,1.6466,0.8082,-1.4699,2.9109,5.5934,7.1794,6.9916
TCGA-AC-A3HN-01,2.1280,1.4065,1.6512,0.8883,2.0465,-2.8262,3.7443,6.5992,7.8985,6.8513
TCGA-A1-A0SF-01,1.7141,0.2029,1.7912,4.5330,1.7702,-2.6349,3.2707,5.8212,7.7083,6.4663
TCGA-AC-A6IW-01,-2.3147,1.0007,-1.9942,-2.9324,2.1180,-2.0529,1.4547,-0.2159,0.7832,4.6317
TCGA-EW-A1J5-01,0.1648,2.2144,5.6106,5.3882,3.3869,-3.3076,2.1574,6.2858,8.0391,7.4336
TCGA-D8-A27T-01,1.5612,0.2762,0.8164,4.7507,1.8643,-2.6349,3.6691,7.2514,8.2654,6.8652
TCGA-B6-A1KN-01,-0.7588,1.4652,1.6964,-2.1140,2.2513,-6.5064,2.0325,6.0083,8.0649,10.6067
TCGA-D8-A1JC-01,1.3791,1.6281,2.1147,1.7446,3.3869,-3.6259,1.7954,7.7271,8.3027,6.3318
TCGA-OL-A6VO-01,-1.3921,2.2513,-0.5756,-6.5064,3.7116,-2.6349,1.1184,0.7321,-0.5332,5.8597
TCGA-AC-A23E-01,-3.6259,-0.4521,1.7702,4.3653,1.6740,-5.5735,2.5011,5.0618,7.3449,6.2852
TCGA-EW-A1OZ-01,-0.9971,1.2271,0.5170,-2.1140,1.6045,-3.4580,0.1124,4.6000,7.7461,10.5142
TCGA-A8-A09W-01,-0.1665,-0.2671,2.4412,-2.9324,2.3788,-4.2934,2.0430,6.5375,6.8941,6.5157
TCGA-B6-A0IM-01,0.7493,1.3901,0.0014,-0.1828,3.1908,-4.6082,1.4756,7.5599,8.3715,6.9622
TCGA-BH-A0B8-11,7.3717,-1.7809,4.8807,-0.1504,0.5568,0.6332,3.8441,2.2872,2.7594,2.7763
TCGA-E2-A1IG-01,-2.8262,0.3685,0.7058,1.0433,3.0978,-3.8160,1.7912,6.0162,7.7714,6.6909
TCGA-E2-A107-01,0.2522,0.8327,-0.3940,-1.6394,3.6703,-3.4580,0.2154,6.5396,7.7450,7.2676
TCGA-BH-A1F0-01,1.9895,1.9073,2.5610,-2.0529,3.3393,-1.4699,2.7465,0.5170,2.1606,5.3024
TCGA-AC-A5EH-01,-3.3076,0.3115,-0.7108,-3.3076,1.3679,-4.2934,1.8444,2.0147,7.6629,6.3327
TCGA-E9-A1ND-11,6.3005,-0.3940,2.8542,0.2277,1.0983,-1.5522,3.6849,3.4674,4.9584,4.9787
TCGA-EW-A1PD-01,1.5465,0.5859,1.3340,0.4016,3.8239,-3.3076,2.5163,6.6770,7.3455,7.6756
TCGA-D8-A1J8-01,-4.6082,2.2175,3.1045,-1.2142,2.7205,-3.6259,-0.5973,7.4398,7.5661,4.1708
TCGA-AR-A24N-01,-2.3884,1.7870,0.0854,3.8391,3.2435,-2.8262,2.0254,7.5850,8.3739,6.4286
TCGA-A2-A0EQ-01,-1.7322,1.2333,-0.0574,-4.6082,2.0946,-2.1140,0.4967,1.8918,7.3200,5.9739
TCGA-C8-A131-01,-5.0116,1.3567,-1.1488,-3.3076,2.2237,-3.4580,0.3115,-0.9686,4.3399,5.3681
TCGA-AR-A24M-01,-1.3183,1.1316,3.3278,4.8385,2.2813,-3.3076,2.7530,6.8585,7.9526,6.6281
TCGA-BH-A1FJ-01,-0.8599,1.4859,-0.1504,5.5267,4.0010,-3.3076,-0.4921,7.0092,8.7116,6.4063
TCGA-B6-A40C-01,2.3106,0.7321,0.0580,3.6928,2.5780,-3.4580,2.2482,3.7773,8.7321,6.8048
TCGA-AR-A1AK-01,2.3760,0.3796,3.3619,3.3134,2.9071,-2.9324,3.5572,5.7279,7.5883,6.8151
TCGA-E2-A1IF-01,1.8404,0.3796,0.3573,1.7141,1.7912,-3.8160,1.6558,6.2548,7.0872,5.7986
TCGA-E2-A1L8-01,2.5972,-0.5973,-0.1993,4.2586,1.7097,-3.0469,1.6187,6.3288,8.3304,5.9914
TCGA-AO-A0JE-01,0.4967,1.5950,0.5470,-2.5479,2.8034,-2.2447,1.5366,0.3115,5.6247,8.9834
TCGA-S3-AA11-01,-2.1140,0.6790,0.6790,2.9600,2.1862,-2.6349,0.6517,7.3928,7.9268,6.6795
TCGA-E2-A158-01,-0.9406,1.2023,-1.9942,-6.5064,0.0440,-0.7108,-1.8314,-4.6082,2.9052,5.7506
TCGA-D8-A27I-01,2.4439,0.2762,3.1971,3.0927,2.2421,-1.8836,3.9792,6.3695,7.1294,6.2760
TCGA-AC-A3W6-01,1.3511,-0.3201,0.5069,-1.8314,1.3397,-2.9324,3.6359,5.8612,7.7903,5.4880
TCGA-BH-A0H3-01,0.2400,0.0440,2.2633,3.2174,1.9415,-3.8160,3.3017,6.0110,8.4191,6.7315
TCGA-AR-A0TX-01,1.0433,1.5950,1.6740,-2.3147,1.4859,-2.6349,2.0742,0.5470,6.9167,10.8246
TCGA-A8-A07L-01,-2.3884,1.4065,-1.1811,1.6558,-1.5951,-3.6259,1.7786,8.7307,8.3036,6.5560
TCGA-A2-A0SV-01,-1.3183,0.1519,-0.4521,1.3167,3.2511,-5.5735,0.6425,4.0037,7.7020,6.2390
TCGA-E9-A1RD-01,-2.8262,0.4865,0.5568,5.0418,2.3135,-3.6259,2.0912,8.1718,8.1548,6.2926
TCGA-A2-A04U-01,-3.4580,0.2642,1.1316,-5.0116,5.1177,-3.4580,-0.5756,-4.2934,-0.8339,4.4693
TCGA-A7-A5ZW-01,-0.7834,-1.2142,0.9191,4.5577,1.2576,-3.3076,2.6602,5.5248,7.1212,6.6400
TCGA-AN-A0FT-01,-1.5522,-0.3201,1.9527,1.0711,0.6145,-5.0116,0.4865,5.0909,7.5124,10.7425
TCGA-BH-A1FG-11,5.9855,-2.9324,3.0163,2.7615,0.3573,-1.5105,2.5137,5.8118,6.0864,3.8350
TCGA-A7-A26J-01,-1.51047891345,2.09456524086,2.18087832813,4.03220200855,3.29000163231,-0.656724999228,3.91785378603,5.85157023549,6.9001328014,6.44201547058
TCGA-PL-A8LV-01,-4.6082,1.1960,-0.8084,-3.3076,2.7422,-1.3921,0.1519,-0.5332,1.8323,5.1347
TCGA-E9-A1NE-01,1.6045,0.7664,3.4830,1.0573,1.9638,-2.4659,3.6382,5.2373,7.5547,5.8468
TCGA-AO-A0JM-01,-2.1779,2.0844,-0.5756,-0.9132,1.9859,-4.6082,1.0983,4.6747,8.1154,9.2953
TCGA-E2-A1B4-01,-3.8160,-0.5756,-1.4699,4.5123,0.4016,-2.2447,1.3901,7.5754,8.7938,6.9742
TCGA-BH-A0BR-01,0.1257,0.4552,1.5806,-2.4659,1.9675,-5.5735,2.2421,3.4530,6.8997,6.0148
TCGA-BH-A0H9-01,2.5634,0.9642,0.7832,0.6790,2.3981,-4.6082,1.8683,7.3501,7.9351,6.3281
TCGA-OL-A5D8-01,-1.2481,0.0158,-1.0862,5.6227,2.0218,-3.8160,0.8408,6.7281,9.6694,6.7349
TCGA-B6-A0IJ-01,-2.7274,2.2299,-0.7834,-1.1172,-0.3022,-2.7274,-0.4521,1.1960,3.3535,4.6053
TCGA-AC-A2QH-01,-2.19099880228,1.70530803032,4.80171879023,-5.71785789064,1.87066047777,-2.86775612152,3.690067351,-0.673469872657,0.434002017486,3.10585658271
TCGA-A2-A1FW-01,1.3511,3.2049,1.1512,-1.4699,1.9490,-2.7274,2.8014,8.0245,8.9136,5.2392
TCGA-AC-A3W7-01,2.1541,-0.2328,1.1770,1.5998,0.9268,-3.4580,2.3953,6.5053,8.1721,6.7136
TCGA-E9-A243-01,-2.8262,1.4120,0.4761,-2.6349,0.6050,-1.3548,1.6093,0.5370,3.2251,4.2381
TCGA-A7-A13H-01,0.9568,0.0300,1.0779,2.7742,1.1706,-2.5479,3.2096,6.4335,8.0367,7.2511
TCGA-A2-A0EO-01,-0.3940,-0.7346,2.1411,5.0627,1.0711,-3.1714,3.3703,5.6393,7.0199,7.0090
TCGA-AN-A049-01,0.9493,1.4547,0.4233,3.5766,2.5972,-2.9324,2.0076,7.8688,7.7822,7.5344
TCGA-AR-A5QN-01,2.5707,1.6281,2.1047,-0.5125,2.6828,-2.4659,2.8321,7.3809,7.2810,6.8320
TCGA-A2-A04V-01,0.2881,-0.1993,0.0014,-1.3548,1.4756,-3.8160,1.8484,6.3976,9.2394,6.6011
TCGA-E2-A14T-01,1.2023,1.9564,1.0293,-0.5973,2.7615,-5.5735,0.5568,6.8156,8.5297,6.7286
TCGA-E2-A1LL-01,-0.8599,1.5902,0.8883,-0.9971,2.5610,-1.4305,-0.8084,1.6512,4.7651,4.8798
TCGA-EW-A1P4-01,-2.9324,2.6302,0.5763,-5.0116,0.8246,-4.2934,-1.2828,-1.4305,3.4183,5.0291
TCGA-A2-A0T4-01,3.3856,-0.2671,2.1247,4.2158,2.6185,-2.7274,2.5756,7.1327,8.0270,6.5586
TCGA-BH-A0W3-01,-4.2934,2.3019,-1.4305,3.6254,3.6804,-4.0350,0.5859,8.1005,8.2442,7.2827
TCGA-BH-A42U-01,2.8422,-2.5479,1.5514,0.8488,0.6239,-1.9379,2.1114,4.1294,6.6324,6.3935
TCGA-A8-A08G-01,-0.9686,2.1280,-0.3752,1.8242,3.0252,-3.4580,1.2023,7.0836,8.7908,6.7652
TCGA-EW-A1IX-01,-0.4325,-0.0425,0.7999,5.5448,1.9712,-3.4580,3.4596,5.4745,8.4510,7.0925
TCGA-E9-A1NG-11,6.8790,-1.8314,4.4751,1.9188,1.1184,-0.6193,4.5589,3.8680,4.6023,4.3463
TCGA-A1-A0SH-01,-1.7809,-0.3022,1.4859,3.7094,1.1250,-4.2934,3.4843,3.0463,6.8478,7.4529
TCGA-B6-A401-01,-0.1345,-0.6193,-0.3201,4.6433,1.8879,-3.1714,2.0946,5.7209,6.8454,6.9885
TCGA-C8-A1HG-01,-2.3884,1.6830,1.0007,3.8749,3.1971,-1.9379,0.8488,6.2401,7.1648,4.0756
TCGA-E2-A10E-01,0.0718,1.2333,0.0158,0.8246,2.5137,-3.3076,1.2271,8.0102,8.5780,6.7655
TCGA-D8-A27N-01,1.1250,0.6790,2.2206,-1.4699,1.1706,-1.8314,2.0040,4.2676,6.9802,9.2086
TCGA-A2-A0CS-01,-0.3752,-0.4719,-1.1488,3.4358,1.9149,-5.0116,2.1541,7.0115,8.6616,6.5791
TCGA-A1-A0SG-01,-0.9132,-0.0574,0.3460,5.6848,2.1830,-2.8262,2.3048,6.9721,7.8872,6.9490
TCGA-E9-A22A-01,-2.0529,1.1184,1.3283,-1.2828,1.0151,-5.5735,2.2051,4.3428,7.9969,4.5547
TCGA-OL-A66P-01,-1.7322,-1.8836,-1.1172,-4.0350,-0.3022,-1.7809,0.1648,-0.6416,2.9562,6.8041
TCGA-E2-A1BD-01,-2.8262,0.7321,0.5955,4.5826,2.1541,-4.0350,1.1770,6.6518,7.8548,6.0568
TCGA-E2-A14Z-01,-1.1488,1.4388,1.0779,3.9580,1.4756,-3.1714,1.8683,6.0462,7.8253,5.5996
TCGA-A2-A1G4-01,0.2762,1.4388,-0.1187,3.7050,3.3938,-3.6259,0.3573,8.4649,8.2203,5.5008
TCGA-E9-A1RF-01,-1.1172,1.4704,-0.1828,-0.9686,0.9862,-3.1714,1.4335,5.9004,8.5770,6.8455
TCGA-D8-A1XQ-01,-4.6082,1.5115,0.4967,-3.8160,1.7660,-2.2447,0.8164,-1.6850,0.5666,5.5005
TCGA-BH-A0BZ-11,6.3630,-1.5522,3.9974,3.1797,1.4011,-0.5332,4.1676,5.2126,6.1113,5.6851
TCGA-E9-A1RB-11,6.1887,0.1519,4.3958,2.4359,1.6604,-0.4325,5.6685,3.7453,4.8248,4.7329
TCGA-AR-A1AH-01,0.6699,2.0430,-0.9132,-5.0116,2.6278,-4.6082,0.3346,-4.0350,5.6708,6.2789
TCGA-A2-A0YC-01,1.0007,0.4761,1.3956,5.8987,2.8562,-3.8160,1.6558,7.1652,7.8409,7.4465
TCGA-BH-A1EN-01,-1.3921,-1.1172,1.1641,-3.6259,1.5266,-4.6082,1.2333,0.5955,1.3397,10.9151
TCGA-E9-A3QA-01,0.2277,1.4335,1.1770,-2.8262,1.8604,-2.4659,1.8363,2.7615,4.9723,5.1851
TCGA-BH-A0EB-01,0.0990,0.8726,-0.0425,2.6232,1.5563,-3.6259,2.5948,7.8151,7.6174,6.2011
TCGA-E2-A574-01,-2.4659,0.3115,-1.1811,-6.5064,1.8524,-2.8262,-0.8339,-4.2934,-1.0862,5.2338
TCGA-D8-A27P-01,4.4516,0.5069,0.7748,3.0568,1.8801,-3.6259,2.2391,4.5553,8.4792,7.1643
TCGA-LL-A5YM-01,3.1112,-1.1488,-0.7346,1.4335,2.2783,-2.8262,-0.8863,5.4070,7.7112,7.3207
TCGA-A8-A0A6-01,-0.3566,0.2400,1.7995,1.5013,1.5950,-1.3921,1.9073,5.1388,7.3627,7.0281
TCGA-E2-A15J-01,-9.9658,0.4340,-2.0529,2.5876,2.2391,-5.0116,-0.5756,4.9960,8.2622,6.8743
TCGA-AR-A1AV-01,-1.4305,1.5316,0.0854,4.1327,3.1458,-4.6082,1.4335,7.6233,7.5629,6.9803
TCGA-A1-A0SQ-01,-0.3566,-0.3940,5.3438,4.7651,2.6114,-3.4580,0.9642,6.5505,8.5394,6.0032
