sample,ENSG00000157150.4,ENSG00000139618.14,ENSG00000133687.15,ENSG00000082175.14,ENSG00000012048.19,ENSG00000140009.18,ENSG00000196569.11,ENSG00000091831.21,ENSG00000107485.15,ENSG00000141736.13
TCGA-EW-A1PA-01,-0.1345,1.1050,1.7009,-0.0574,1.8036,-1.8314,2.2452,7.9161,8.3783,5.7282
TCGA-D8-A3Z5-01,2.7889,-1.0862,2.0569,3.9251,1.3225,-3.0469,2.8916,5.6818,8.1473,7.6521
TCGA-AO-A126-01,1.3511,-1.9942,0.1648,-0.7834,0.9268,-9.9658,1.3225,4.0790,8.8625,5.9823
TCGA-AO-A0J6-01,-2.6349,1.3283,-2.6349,-6.5064,3.4075,-4.6082,-2.3884,0.5470,5.2828,5.6174
TCGA-EW-A6SB-01,-3.4580,0.2881,-0.7834,-4.6082,1.0503,-1.1172,1.5514,-1.6394,3.2632,4.5021
TCGA-E9-A54X-01,-1.4305,-0.1031,-6.5064,5.0501,1.7660,-4.0350,-2.8262,7.9931,8.4364,5.7288
TCGA-AO-A0JB-01,-0.5125,-2.3147,-0.0574,0.3115,-2.1779,-3.4580,0.3115,3.8630,6.7395,4.3548
TCGA-AC-A3W5-01,-0.4325,0.3231,0.4447,-1.3548,1.6187,-3.0469,2.2990,2.0040,5.2052,10.9717
TCGA-A7-A13G-01,-0.0846731248671,1.16798651277,0.438302009969,4.24798326994,2.44652722624,-0.192646706276,2.89278151503,8.28838990324,7.12234115153,5.88392511358
TCGA-AR-A1AS-01,-2.0529,0.7999,-2.9324,4.1498,2.9820,-4.0350,0.0718,6.6882,7.8313,6.3662
TCGA-C8-A1HJ-01,-0.2845,2.7868,1.9527,-3.1714,2.3898,-1.6850,1.4011,-1.5951,1.1447,2.4008
TCGA-D8-A1Y1-01,-3.0469,1.5612,-0.1031,4.8645,3.1620,-4.6082,2.5087,6.2470,7.6714,6.1855
TCGA-B6-A0IE-01,-0.3201,-0.5543,0.7916,4.6531,0.2762,-2.3884,2.7551,4.4919,7.0597,5.2880
TCGA-BH-A0DD-01,0.0580,2.4805,-1.6850,5.9700,3.9755,-5.0116,0.6790,7.1893,7.9534,9.0033
TCGA-A2-A0YT-01,-0.7108,1.6187,2.5437,-1.9379,2.5585,-3.4580,2.0912,6.9378,7.2756,6.3315
TCGA-A2-A0EN-01,2.6418,0.3346,1.6649,-2.1140,1.1382,-2.2447,2.9929,5.7337,6.9978,6.1745
TCGA-E2-A10C-01,-1.6394,-0.2845,-1.0559,-3.0469,2.2299,-3.3076,-0.4921,6.7107,6.9905,6.3367
TCGA-A2-A25F-01,2.6647,1.6558,2.9966,-1.9942,2.5437,-1.3921,2.3732,0.2642,2.7117,3.8239
TCGA-E9-A1N4-11,0.6790,0.6425,3.4304,3.3521,1.6875,-2.3884,1.8119,3.7050,6.0186,6.1208
TCGA-A8-A08L-01,-1.1488,0.1124,3.1311,-4.6082,2.7530,-3.6259,1.1117,4.0366,6.5262,7.0670
TCGA-A7-A3RF-01,1.0363,-0.7108,4.2173,-2.5479,1.0847,-6.5064,-1.2142,7.1718,9.2321,3.0825
TCGA-A2-A0D4-01,1.9749,1.5709,0.0014,-0.2845,3.6219,-4.2934,1.6140,6.1783,7.6196,6.9459
TCGA-EW-A1IW-01,1.3397,2.4252,2.8858,4.4410,3.6393,-3.0469,2.4359,6.8234,8.1951,10.4376
TCGA-B6-A0IQ-01,1.7229,1.4494,-0.5125,-5.5735,2.3164,-3.8160,1.6420,-2.6349,5.2954,4.9612
TCGA-BH-A1EW-01,0.7146,1.8363,3.5621,4.2818,3.0446,-4.0350,2.5163,5.8944,7.4067,6.7477
TCGA-BH-A1FG-01,-1.7322,-0.4131,0.2400,3.8491,1.6875,-3.3076,0.7579,8.2258,8.0176,6.1400
TCGA-AR-A0TS-01,0.3685,2.6441,1.0915,-2.6349,1.0711,-1.3548,1.2209,-0.5756,2.2299,6.7934
TCGA-BH-A0HA-11,0.4125,0.8246,3.9524,2.7314,1.8282,-2.5479,0.8568,3.7160,6.2847,5.9542
TCGA-A8-A06X-01,0.5069,1.5902,0.5666,-3.1714,1.9675,-5.0116,0.6425,7.6948,8.8476,6.6602
TCGA-BH-A18S-11,5.7099,-0.0277,3.6928,1.3051,0.6608,-0.8339,2.8014,5.1359,6.0586,6.0505
TCGA-D8-A140-01,0.4761,-0.0574,4.2488,-1.2481,1.9968,-1.7809,1.8801,7.3988,8.8144,7.6974
TCGA-A2-A0CZ-01,2.3337,-1.3548,1.6140,0.1388,0.3796,-2.4659,3.1011,3.6497,7.6827,5.9996
TCGA-AN-A0XS-01,2.2237,0.6969,0.6050,5.8692,1.9452,-1.8836,1.9188,6.5514,7.3637,6.4002
TCGA-B6-A3ZX-01,1.0007,-0.0277,-0.4325,-3.1714,2.1988,-0.7588,0.6699,0.2642,4.9883,5.0401
TCGA-A2-A04Q-01,-2.2447,0.4233,1.9302,-1.5105,1.7702,-1.4699,0.8647,-0.1345,4.0867,5.0197
TCGA-GM-A5PV-01,3.3105,-1.2142,0.2998,2.9966,1.0847,-2.7274,0.5271,7.3684,8.2458,6.9763
TCGA-A8-A076-01,-1.0862,0.7321,-0.2671,0.2998,1.7403,-3.3076,0.9568,5.1107,7.1174,9.4758
TCGA-WT-AB41-01,0.8246,-1.0862,2.2783,-0.2845,0.9493,-2.3147,-0.6643,5.7788,7.9738,5.9217
TCGA-BH-A0BV-01,-1.9379,1.0151,0.1648,4.3463,2.7763,-3.3076,2.1013,7.3628,8.2514,6.3176
TCGA-AC-A5XS-01,0.6969,-0.4921,0.8082,0.8568,1.6327,-2.0529,1.8879,5.5814,7.2101,6.1601
TCGA-E2-A109-01,-3.8160,1.6234,-0.3022,-3.0469,3.3717,-3.1714,1.8242,7.0825,7.7452,7.1353
TCGA-GI-A2C9-11,3.6916,-1.3548,4.0171,1.4441,0.8883,-0.7108,4.3017,4.4033,5.4735,5.4503
TCGA-BH-A1FL-01,0.6790,1.1447,0.6969,4.5161,2.8897,-3.4580,2.4883,7.6841,8.7448,6.9635
TCGA-E9-A1NI-01,0.4967,1.3956,-0.6193,1.7185,2.4934,-4.2934,1.4011,7.1542,8.0613,6.2178
TCGA-A8-A07R-01,-2.2447,-0.7588,-1.1172,-5.0116,2.8974,-4.0350,-1.1811,-2.9324,4.3306,6.1266
TCGA-AN-A03Y-01,-1.7809,0.8082,0.4657,4.7115,2.5828,-4.0350,0.5666,6.8173,8.5835,5.6404
TCGA-E9-A5FL-01,2.1509,-0.9132,1.5854,-6.5064,0.7664,-3.8160,-0.2845,1.9073,5.0794,4.9146
TCGA-BH-A1FH-01,1.3225,0.0990,3.6680,2.1702,0.6699,-3.1714,4.5522,5.2262,6.7319,5.5883
TCGA-E2-A572-01,0.2522,-2.2447,-2.1140,-0.8863,0.5271,-2.8262,-2.4659,4.4569,8.6502,6.4575
TCGA-LD-A74U-01,1.5854,0.6332,2.3843,0.7664,1.0433,-2.3884,3.7017,6.2340,7.3444,5.9681
TCGA-JL-A3YW-01,-0.8599,0.4447,-0.7108,-3.3076,2.1541,-3.6259,2.1638,0.1388,3.8391,6.1815
TCGA-AN-A0XN-01,-2.4659,0.2998,0.4865,6.2602,1.2696,-6.5064,2.3135,4.5442,6.2420,4.8289
TCGA-A1-A0SK-01,-4.0350,3.3911,0.7233,-3.0469,3.8370,-2.6349,-1.5105,-2.8262,-2.8262,2.0569
TCGA-PE-A5DC-01,0.4967,-2.5479,0.3115,2.1988,2.6019,-4.0350,0.7233,5.5248,8.0214,6.5375
TCGA-BH-A0AU-01,1.2455,1.1382,1.5415,4.1203,3.0270,-4.2934,2.5437,6.2403,7.5581,6.9919
TCGA-AR-A1AQ-01,-2.4659,1.4859,0.9862,-4.6082,2.4171,-2.3147,0.4340,0.0990,5.3937,5.5043
TCGA-GM-A2DB-01,-2.8262,-1.5951,-1.0862,-4.6082,1.2271,-1.9942,0.2998,-0.9971,0.8568,5.2536
TCGA-E9-A244-01,0.6517,1.0779,-0.8339,-3.6259,0.3231,-3.8160,0.4865,-0.9132,4.8788,5.8362
TCGA-A2-A3XV-01,-0.3566,-1.5951,-2.1779,-3.4580,2.1147,-3.1714,-0.9686,-5.5735,3.6657,8.2183
TCGA-AN-A04A-01,-1.5951,-0.1504,3.2127,0.7999,1.0007,-5.5735,2.3479,5.1425,7.5645,5.3586
TCGA-E2-A14O-01,-1.2481,0.0158,-1.8836,5.0444,2.7139,-4.0350,-0.4521,7.1331,8.3669,6.0993
TCGA-E2-A1L7-11,2.4571,0.3231,3.6312,4.3667,1.8918,-1.2142,2.9186,4.5028,6.0119,6.3331
TCGA-A7-A0D9-01,1.6374,0.3907,0.0718,-0.4921,1.6466,-3.4580,1.2875,5.9667,8.4806,5.9759
TCGA-GM-A3XL-01,-1.0862,1.3901,0.5568,-4.6082,-1.1172,-3.6259,-1.9379,0.2522,5.3636,4.7220
TCGA-AO-A0JJ-01,4.0662,0.9343,4.5021,3.8350,2.3981,-2.1779,3.6393,7.0706,7.9525,5.6139
TCGA-E9-A1RE-01,1.0573,1.3283,0.0718,2.8602,3.3897,-3.8160,1.8444,8.1576,7.5240,7.2127
TCGA-A2-A3XT-01,-1.0862,1.4600,-0.9132,-3.3076,2.3816,-2.1140,2.4035,2.9692,4.4074,3.9783
TCGA-AN-A046-01,-0.2845,-0.0277,-0.3201,5.6854,1.2815,-4.6082,1.1050,6.9930,7.2696,6.2514
TCGA-AO-A0JF-01,3.5312,-0.1345,2.9224,3.0585,1.4911,-2.7274,3.3061,6.2570,7.0149,6.4356
TCGA-A2-A0T0-01,-1.5951,-0.0277,-1.5522,-3.8160,2.4908,-5.0116,-0.6193,-0.5756,6.3709,5.2262
TCGA-A8-A07P-01,-0.5973,-0.8084,1.1382,2.2019,2.5163,-6.5064,1.2147,7.9080,7.2092,8.4555
TCGA-A7-A3J0-01,-1.4305,0.9935,2.1047,6.8292,2.5683,-3.1714,-1.8836,7.5451,7.9038,4.8213
TCGA-E9-A54Y-01,-5.0116,-1.2142,-5.5735,0.9642,2.8661,-3.8160,-5.5735,6.6491,7.8694,6.5270
TCGA-LL-A5YN-01,1.4859,-1.4305,0.0718,0.2998,0.7832,-3.4580,0.2154,4.4263,7.4190,7.1525
TCGA-C8-A26Y-01,-2.3884,1.8078,-1.8314,-4.2934,3.2959,-2.1779,-0.8339,-2.1140,4.6770,5.7217
TCGA-A7-A26F-01,-2.7466075723,2.92012359149,1.98369233642,-1.98282332085,2.40736572624,-0.793366954785,1.66493986561,1.14860838673,4.16773569189,5.04329875996
TCGA-BH-A1EV-01,-0.7346,3.2174,4.4996,-0.3201,2.8301,-2.9324,1.5366,5.9284,7.7825,10.3209
TCGA-AO-A03V-01,1.9822,0.2762,1.5366,3.9496,0.8883,-2.7274,1.9264,5.2998,7.1010,6.0868
TCGA-OL-A5RX-01,1.1447,-0.3752,1.6920,4.4836,1.1184,-2.3147,2.8582,5.4519,8.0443,7.2774
TCGA-E9-A1R7-11,6.9166,-1.0262,4.9575,1.5998,1.1897,0.3115,4.6451,3.5399,3.6509,4.2457
TCGA-AO-A125-01,2.1702,0.5069,-1.0559,6.2634,1.5563,-3.6259,-2.2447,7.9551,8.3761,6.2886
TCGA-E2-A15E-01,-0.3201,0.1388,3.0020,4.3499,2.1766,-3.0469,2.6850,4.6691,7.1644,8.0484
TCGA-E2-A15D-01,3.3177,1.0363,1.2085,4.6871,1.9564,-3.3076,2.0360,5.5726,8.9720,6.9262
TCGA-A7-A13F-01,2.6138,1.9111,3.1987,3.9156,4.1506,-4.6082,1.2516,5.7485,7.7660,7.0720
TCGA-D8-A1J9-01,-1.9379,0.9862,5.1367,-1.9379,1.6558,-3.6259,1.3167,4.2381,6.4843,11.0353
TCGA-AO-A0J9-01,4.0375,-0.6643,2.3760,1.6281,1.0363,-3.8160,0.9268,5.4138,7.4454,4.5398
TCGA-C8-A12M-01,-5.0116,0.0158,1.1960,-1.6850,1.8484,-5.5735,0.6050,7.9087,8.8739,7.2984
TCGA-C8-A26V-01,-9.9658,1.0151,-0.8599,3.9327,1.8879,-2.6349,1.1447,6.4706,8.5606,5.1031
TCGA-BH-A1FM-01,-0.9132,1.8564,-0.3752,-3.0469,1.9034,-4.6082,1.8444,7.1329,8.8425,4.2472
TCGA-D8-A1XK-01,1.2636,2.4753,3.2617,-6.5064,2.1798,-3.6259,0.9268,-2.7274,2.9071,5.1014
TCGA-BH-A0HF-01,2.3981,-0.3566,0.7664,1.0847,1.5366,-2.4659,1.7870,6.7349,7.3447,5.8968
TCGA-A7-A4SA-01,2.1280,0.0014,0.5069,-0.7346,-0.0130,-2.3884,3.0376,5.6534,7.5802,7.0673
TCGA-E2-A15S-01,-0.9686,0.0440,0.3573,-2.6349,3.7464,-2.3147,1.8119,6.5350,7.9957,6.5706
TCGA-A8-A09T-01,-1.9942,1.2271,1.0222,5.9656,2.6647,0.8647,1.3791,6.5444,7.1858,6.4522
TCGA-D8-A1X9-01,-2.1140,0.7407,2.7551,1.6875,3.3773,-3.4580,1.4859,7.4057,7.9437,7.3298
TCGA-A8-A09C-01,1.1316,0.2642,0.9716,5.0781,1.5266,-3.4580,1.5854,7.4174,7.7840,5.8662
TCGA-D8-A1XG-01,0.3346,0.6425,1.1641,5.0099,2.5238,-4.2934,0.2029,8.1792,8.0002,5.1907
TCGA-GM-A2DK-01,4.4095,-1.2142,1.9564,1.0293,1.6920,-2.6349,1.5366,6.6973,7.3888,6.6196
TCGA-BH-A1FC-01,-5.0116,2.3222,-1.1488,-4.2934,3.1876,-2.3147,-0.5332,-1.0559,1.3109,4.3017
TCGA-AC-A3YJ-01,-3.4580,-2.1140,-2.8262,5.0068,0.7664,-3.3076,-2.1140,6.6002,7.9784,6.3764
TCGA-A7-A0DC-01,-2.56207081656,0.511969950402,0.922937857658,2.04705116663,2.28867016527,-1.54508763265,1.67174924902,8.49696786899,7.97230583622,6.34981719554
TCGA-BH-A1FD-11,7.2428,-0.7346,4.0730,2.0004,0.2998,0.0158,3.3090,4.9213,6.1781,5.2315
TCGA-AC-A23C-01,2.4857,1.9111,0.8164,0.1648,1.5064,-2.3147,2.4439,7.6038,7.1551,9.0279
TCGA-D8-A1XM-01,2.9109,1.0711,1.6187,5.0427,2.8542,-1.8836,3.0637,5.9633,7.9139,7.4667
TCGA-BH-A0E1-11,2.3077,-0.0574,2.7444,3.1523,0.8246,-2.1779,2.4934,4.1716,5.7562,5.9052
TCGA-BH-A1EU-01,2.9893,0.9268,2.7292,5.7690,1.5709,-1.3921,3.6451,7.7721,7.1508,5.1010
TCGA-PE-A5DD-01,1.2516,-0.2671,-0.1504,2.7636,1.0079,-3.0469,1.9822,7.0071,8.6562,5.7233
TCGA-WT-AB44-01,-0.9971,-3.1714,-0.9971,-0.7108,-1.2828,-3.0469,0.6517,4.7187,6.4221,6.3723
TCGA-C8-A8HR-01,1.1184,-0.3201,2.3222,1.2815,2.3251,-2.4659,3.0927,4.3256,7.1694,6.0907
TCGA-A2-A0YG-01,-4.6082,1.6093,3.1620,-2.1140,3.0859,-3.0469,1.0433,6.4371,7.1295,10.7301
TCGA-B6-A0IG-01,0.3231,2.0430,0.9862,0.5271,4.4324,-3.6259,0.4865,5.6580,8.3308,10.1879
TCGA-A8-A09G-01,-0.1031,0.8883,3.3407,-3.3076,4.5098,-1.8836,1.5806,2.1180,6.0108,9.2081
TCGA-EW-A6SA-01,-1.5105,2.6161,-1.8836,-4.2934,2.4279,-3.6259,-0.2671,7.7357,9.3416,6.2415
TCGA-E2-A158-11,5.6197,-1.5951,4.8197,1.4859,-0.1031,1.2636,4.0739,3.1523,3.1860,4.5699
TCGA-A2-A0T7-01,-1.8314,0.6239,4.0046,1.0779,2.2990,-4.0350,2.6693,4.3758,7.4967,6.5019
TCGA-E2-A10B-01,3.1261,0.9935,-0.0425,2.5338,2.2051,-4.6082,1.8160,7.3994,8.5612,6.1075
TCGA-D8-A1XA-01,-1.5951,0.3460,5.5829,4.9379,2.7095,-5.0116,1.0433,7.9911,8.1159,6.5503
TCGA-AR-A1AJ-01,1.4281,2.5338,3.1588,-2.3147,3.0825,-1.9942,2.1925,1.6140,5.3194,4.5129
TCGA-BH-A0W4-01,0.4125,0.4761,1.7141,5.7401,2.1830,-3.3076,2.0707,5.2521,8.6531,6.7326
TCGA-BH-A0DD-11,6.8653,-1.2142,4.5693,0.0718,1.6093,0.6425,4.1302,2.2573,2.1180,4.0331
TCGA-D8-A1JD-01,-4.6082,-1.5522,2.0289,3.2752,2.6302,-3.6259,1.6140,5.7285,7.3786,6.5501
TCGA-AR-A1AY-01,-2.7274,1.3454,0.9419,-1.8836,3.1669,-4.2934,2.3337,0.6880,4.2788,5.5411
TCGA-D8-A1XV-01,1.8363,0.0580,-0.8599,4.8905,2.5683,-3.6259,-0.7834,8.2677,7.1947,4.6977
TCGA-AR-A0TU-01,-2.8262,1.8918,0.7233,-5.5735,-0.9686,-3.6259,-0.4719,1.3454,5.6165,4.2281
TCGA-A8-A093-01,0.2998,-0.3022,2.1862,4.6668,2.5188,-4.2934,2.6067,7.5151,8.2499,7.0464
TCGA-D8-A1JN-01,3.8660,0.3796,0.7664,-2.5479,-0.2498,-2.0529,-0.2328,7.5788,8.1707,6.2730
TCGA-AC-A2FG-01,4.8380,0.0990,1.9452,0.7832,1.7009,-2.6349,3.5449,7.5471,6.9227,6.8014
TCGA-E2-A15R-01,-1.6394,1.5064,3.7149,0.2642,3.5473,-5.5735,2.0878,7.9070,8.4884,6.8372
TCGA-AR-A24P-01,-0.0725,1.4441,0.9935,3.4398,3.4237,-2.4659,2.7227,6.5687,8.2772,7.0149
TCGA-AR-A1AU-01,2.7073,0.5763,2.3193,4.9313,2.2421,-2.8262,3.3883,5.5233,7.5957,6.4627
TCGA-E9-A1NG-01,-2.7274,0.5955,1.5316,2.1313,1.9490,-4.2934,2.4623,4.2899,6.8812,5.7743
TCGA-AC-A6NO-01,-1.0862,1.7185,-0.0574,4.1425,2.9929,-4.2934,1.4065,5.5472,8.5715,7.1284
TCGA-AN-A0FZ-01,0.1124,0.9642,0.0300,-2.4659,2.3251,-3.6259,1.5902,6.2468,8.3854,7.3283
TCGA-AN-A0FL-01,-2.3147,-1.6394,2.0430,0.1124,-0.9971,-2.7274,-2.0529,-2.5479,5.5426,5.0273
TCGA-A2-A0YD-01,2.0810,-0.0425,2.1925,4.6983,1.3167,-3.4580,3.4752,6.7673,7.8366,6.2459
TCGA-EW-A1J2-01,0.6608,0.2400,2.3280,3.2959,1.8840,-2.8262,3.1212,6.7297,7.7151,7.3995
TCGA-C8-A12N-01,1.8363,-0.0130,-0.3201,4.1392,1.2147,-3.6259,2.2931,6.4675,7.9642,5.4552
TCGA-A2-A0CV-01,-0.6643,-0.5756,1.2209,3.4504,0.5763,-2.6349,2.6715,6.1416,7.8810,5.9651
TCGA-A8-A0A1-01,3.5224,1.3679,1.1833,2.2513,2.7763,-3.1714,2.8422,7.6152,8.2443,6.3502
TCGA-EW-A1IZ-01,-0.9686,1.1577,3.8054,-2.3147,1.9490,-1.6850,0.0440,5.6317,7.6598,6.2782
TCGA-A8-A08Z-01,-2.0529,1.3846,2.1925,4.7263,2.0604,-4.6082,3.1939,5.4300,7.5218,6.2743
TCGA-BH-A208-11,2.7029,0.0854,3.5124,3.4894,1.2085,-1.1811,3.2647,4.6136,5.7337,5.8701
TCGA-E2-A15T-01,-1.7809,1.1512,0.1388,-0.2845,3.5935,-4.0350,-0.0574,8.1832,8.8279,7.0987
TCGA-AR-A2LL-01,-1.0262,0.6880,0.7407,5.2608,3.5187,-5.0116,1.9895,8.2570,8.2231,7.7216
TCGA-BH-A0BC-01,1.8404,-1.0559,1.3340,1.7870,1.1706,-3.4580,1.8160,7.1684,7.5898,4.9677
TCGA-AR-A0TV-01,3.4674,1.2147,-0.9132,4.0100,3.4778,-2.9324,0.1124,8.5999,7.7193,5.4941
TCGA-E2-A154-01,0.4125,2.4332,-1.2142,6.1371,3.2313,-4.0350,0.9115,7.5528,8.2146,6.7793
TCGA-AC-A3OD-01,0.809843572361,1.15381300664,3.04248095105,4.94160297318,2.19502101353,-1.2075601634,3.25562390899,7.91837432169,6.15338248604,5.46750723851
TCGA-AR-A1AX-01,-1.8836,1.4859,3.8915,4.1970,2.2175,-0.6873,2.9394,5.1490,7.3616,8.7482
TCGA-GM-A4E0-01,5.4673,-1.7322,2.9525,2.1114,0.8488,-2.2447,2.4008,4.8895,6.9668,5.7217
TCGA-AO-A124-01,-1.7809,1.9264,-2.1779,-6.5064,3.9280,-3.3076,2.1574,-3.6259,4.0304,6.4588
TCGA-S3-A6ZF-01,0.1257,0.9268,0.0718,1.4547,3.1045,-2.8262,1.2333,6.9591,7.7868,6.4864
TCGA-A8-A09D-01,4.3285,1.4962,1.8957,-1.4699,0.8246,-2.6349,2.7227,4.5657,7.3262,5.6642
TCGA-GM-A5PX-01,3.2236,-1.9942,1.0915,2.3536,1.0779,-2.7274,3.0842,5.0709,8.1006,6.7455
TCGA-AN-A0XO-01,-2.1779,0.3907,3.0270,4.7049,2.3898,-3.8160,1.6964,7.1227,7.7307,6.8382
TCGA-A2-A4S3-01,-2.3884,2.2813,-0.8084,2.7679,4.4693,-4.2934,-0.0877,6.7961,7.2104,5.9360
TCGA-A2-A0D1-01,-6.5064,-0.3752,-0.3752,-4.6082,1.5563,-4.0350,-0.2498,-1.3183,7.4467,9.7260
TCGA-AO-A0J3-01,-3.3076,0.9568,-0.1828,2.2783,1.9675,-4.2934,-0.3566,7.3415,9.5000,5.3056
TCGA-A7-A6VV-01,-2.7274,1.0222,-0.1828,-1.5522,2.4960,-2.5479,0.6517,-1.5951,3.9801,5.8679
TCGA-A2-A0ST-01,-0.7834,1.8404,1.2209,-0.9971,2.0979,-1.8314,0.5859,3.0791,5.6147,5.5107
TCGA-A2-A25A-01,0.0440,0.6050,3.3435,4.6611,1.5854,-1.7809,4.4230,4.6393,7.4344,5.2514
TCGA-C8-A1HK-01,-3.6259,1.4547,-1.0862,-3.3076,1.1316,-1.7809,-0.3940,0.3907,5.7669,10.5011
TCGA-AR-A0TR-01,-0.4921,-0.0877,-0.9406,5.6588,1.5115,-3.8160,-0.5332,8.1084,9.2865,6.9527
TCGA-E9-A1N6-11,4.6195,-0.7108,3.8650,2.9710,1.8604,-1.1488,3.6405,3.5851,5.1445,5.5817
TCGA-E9-A1R3-01,0.5069,-0.4719,0.3573,2.1702,1.2576,-2.3884,2.0183,5.2331,7.4482,5.8805
TCGA-E2-A1LG-01,-6.5064,3.0876,0.5666,-6.5064,2.3479,-3.8160,-3.3076,-4.2934,1.5563,6.7093
TCGA-A7-A6VW-01,-4.6082,-0.3383,-1.2828,-5.5735,0.8568,-4.2934,-1.8836,1.0503,4.0153,5.1907
TCGA-E2-A1LK-01,-0.9686,-0.2159,-1.9379,-6.5064,1.8801,-2.2447,4.6983,-0.3022,2.4753,6.4464
TCGA-B6-A0RT-01,-0.7834,2.2452,1.3454,-0.5332,1.1250,-1.4305,2.2482,0.3231,5.1895,5.2939
TCGA-BH-A0HB-01,0.9642,-0.4719,0.4016,2.6670,0.5170,-5.0116,1.7273,7.7770,7.8405,5.8669
TCGA-C8-A3M7-01,1.5216,1.2147,3.9012,-0.4325,1.3454,-1.6850,2.6067,3.0602,6.1248,5.8657
TCGA-A2-A25E-01,-0.1665,-0.4521,0.8246,3.2722,3.5299,-3.3076,1.6466,6.1146,7.2797,6.4898
TCGA-A8-A07C-01,-1.5951,2.9224,4.2862,-4.2934,-1.1811,-3.3076,0.0718,-2.1140,-0.2328,5.6860
TCGA-D8-A73W-01,0.3115,0.7407,0.3685,-3.4580,1.5366,-4.6082,1.4600,6.4481,7.8925,6.3440
TCGA-E9-A245-01,-0.5332,0.5271,3.5486,4.0171,2.1862,-1.9942,1.7403,5.4835,7.5494,5.9832
TCGA-A7-A0DB-11,6.9930,0.5170,4.3862,-1.3548,1.3283,-0.0425,4.8207,1.6604,0.2154,2.8482
TCGA-B6-A0X0-01,0.3460,0.8164,1.6281,4.0875,2.5804,-3.1714,0.2881,5.8927,8.7833,7.0320
TCGA-BH-A42V-01,2.0254,-0.3201,2.6043,3.4477,1.2516,-1.5951,3.5098,3.7182,7.2994,6.9184
TCGA-AR-A2LM-01,-1.4699,0.2029,2.5213,5.5916,1.9638,-3.4580,3.7028,5.7339,7.8258,7.1885
TCGA-A8-A06Q-01,-5.5735,1.7185,0.1257,3.7421,2.2633,-1.9379,-1.0862,6.0235,6.4201,6.2093
TCGA-E9-A1R0-01,4.1327,0.9935,1.3679,5.7230,2.4063,-2.6349,2.9071,6.0157,8.4036,6.6644
TCGA-BH-A0DZ-01,-0.9132,0.9493,0.6332,0.9038,1.2394,-4.2934,2.0638,3.6782,6.9606,8.8534
TCGA-AN-A0XP-01,1.5216,0.7493,-0.1828,4.1169,2.0844,-3.6259,0.6425,8.2318,8.4485,6.8633
TCGA-EW-A6S9-01,3.1278,0.5568,-0.4131,1.7185,2.2206,-3.4580,1.8160,3.5449,7.5495,10.7083
TCGA-E2-A1IN-01,-4.2934,-0.0725,0.7233,4.7388,1.6466,-6.5064,2.8178,7.0901,7.8528,5.9718
TCGA-E2-A1L7-01,1.2333,2.7594,3.2677,4.5742,1.2756,-1.1811,1.5563,5.9750,6.5472,4.6352
TCGA-AR-A5QQ-01,-0.9686,-0.3566,-0.1031,-1.3921,3.1162,-2.1140,0.4761,0.1257,3.2127,4.2639
TCGA-A8-A095-01,0.8568,1.2394,0.7832,4.5473,3.8269,-2.4659,1.9968,7.0395,7.9248,6.1377
TCGA-BH-A0EA-01,4.1531,-0.2671,2.8877,1.1117,1.0915,-2.1779,2.5061,6.5437,9.3744,7.0732
TCGA-BH-AB28-01,0.9419,0.4233,0.8246,3.6714,2.4805,-2.7274,2.0569,7.0252,7.9469,7.8301
TCGA-E2-A15A-01,-2.3147,1.8404,3.3177,2.0254,3.3938,-3.8160,1.7360,5.6005,7.1455,6.7638
TCGA-E9-A2JT-01,2.0430,1.3901,2.0638,-1.5105,2.3135,0.3573,2.5756,5.2958,6.5532,4.4135
TCGA-BH-A0HQ-01,-1.1811,-0.2498,0.5763,3.7940,2.2960,-4.2934,2.1213,6.8846,8.1370,7.3521
TCGA-E2-A3DX-01,1.9302,0.6608,3.0393,4.2072,1.7786,-1.4305,4.0287,5.7546,6.2771,8.1069
TCGA-B6-A0I2-01,-6.5064,-0.0574,-2.6349,-4.2934,1.5316,-4.0350,-3.3076,3.2885,3.5047,5.3913
TCGA-A7-A0CH-11,6.7604,-0.4131,3.0127,1.7744,0.8246,-1.7809,3.1781,5.2638,5.7288,5.6784
TCGA-EW-A1PF-01,0.0854,0.1124,2.8661,1.1184,0.8961,-3.4580,3.0020,7.0374,6.7999,6.0516
TCGA-D8-A73X-01,-3.8160,0.4447,-0.8339,5.7002,1.9111,-2.9324,2.2175,7.0963,8.0076,6.4416
TCGA-A8-A084-01,-3.0469,2.0465,0.0580,-2.4659,2.4035,-5.0116,1.1512,6.8187,7.6475,6.1914
TCGA-AC-A62V-01,2.9581,-1.1811,-2.2447,-2.0529,1.9822,-4.0350,-0.5756,5.7934,9.0030,5.9803
TCGA-AR-A252-01,1.8762,0.5568,2.4063,3.2915,1.6234,-1.9942,3.6905,5.7774,6.6529,4.2457
TCGA-AR-A24L-01,4.6410,-0.0425,3.6861,3.5035,2.9839,-3.4580,2.5238,6.2487,7.6503,6.6345
TCGA-AN-A0XR-01,-3.1714,1.8242,-2.5479,1.2085,1.7575,-4.0350,0.0854,7.7871,8.5043,5.4050
TCGA-BH-A18V-01,-0.9686,3.3938,2.0500,-1.7809,3.7182,-4.2934,-0.1031,0.3685,3.5730,6.0599
