sample,ENSG00000163682.15,ENSG00000181449.3,ENSG00000179603.17,ENSG00000109670.13,ENSG00000133703.11,ENSG00000178568.13,ENSG00000079999.13,ENSG00000077782.19,ENSG00000159216.18,ENSG00000141510.15
TCGA-46-3768-01,9.6767,7.4371,-4.2934,2.4090,4.1875,-3.0469,6.7814,4.6428,4.0313,5.7096
TCGA-66-2793-01,11.1731,6.5163,-2.1779,3.0498,3.7193,-3.8160,5.1918,3.3883,4.7587,6.2441
TCGA-85-7710-01,9.1605,5.0189,-1.9942,3.1733,3.7783,-5.0116,6.1691,2.1670,4.4647,4.9241
TCGA-22-4595-01,9.1925,4.8660,-2.1779,2.6828,4.5098,-3.8160,5.3505,3.7378,4.0918,4.5778
TCGA-56-5898-01,9.4416,7.1498,-2.3884,2.6019,4.0610,-3.1714,5.4640,4.0558,4.1506,5.1198
TCGA-66-2780-01,9.3201,4.1169,-1.6394,2.4779,2.8280,-4.6082,5.1400,3.5839,3.9403,2.6556
TCGA-58-A46K-01,8.5266,7.2078,-1.2142,2.6208,4.2556,-3.4580,5.9258,4.4054,3.4635,5.8861
TCGA-60-2708-01,9.7072,5.1445,-1.7809,2.0912,3.1195,-6.5064,5.2514,4.6259,4.1539,3.1987
TCGA-33-AAS8-01,10.3110,8.0303,-3.1714,3.2220,3.9270,-3.8160,7.2218,2.7551,3.2811,5.3723
TCGA-85-A4PA-01,9.9922,-1.2481,-2.1779,3.7709,3.1245,-2.8262,4.7274,4.4861,3.4264,5.4463
TCGA-98-8023-01,9.7148,3.9947,-3.0469,2.8502,3.0145,-3.8160,5.1895,3.3938,4.0242,6.3639
TCGA-39-5029-01,10.4486,4.0295,-1.9379,2.6760,2.8974,-4.2934,5.2184,4.0401,3.6195,2.6962
TCGA-56-7823-11,9.1987,1.3956,-0.4921,2.7508,3.1653,0.0990,4.6821,4.9265,4.1859,4.2289
TCGA-63-A5MS-01,7.7354,3.7475,-1.8836,3.2662,2.7357,-2.6349,4.0782,4.6387,3.5098,2.2842
TCGA-77-7465-01,10.5094,5.6355,-2.2447,2.7993,3.7280,-3.1714,5.6168,5.4286,4.6376,5.6693
TCGA-22-5472-01,9.1354,6.0648,-1.6394,2.3564,3.4251,-2.1779,5.8731,3.0145,5.2312,5.5931
TCGA-77-8150-01,9.0665,7.8646,-0.9686,1.9034,2.8034,-9.9658,6.7088,4.4496,3.6312,5.9081
TCGA-22-4593-01,9.1885,4.0171,-2.2447,2.8936,3.0619,-3.3076,5.7461,5.7785,5.0781,2.8994
TCGA-85-7843-01,9.9572,5.6017,-1.6394,3.2420,3.4304,-6.5064,6.2259,5.3035,4.0216,4.5638
TCGA-46-3765-01,10.7723,5.8296,-2.6349,2.8720,4.0127,-2.4659,5.4631,5.3463,3.7593,4.3031
TCGA-39-5040-11,11.7434,-2.4659,-1.9379,2.7422,3.2632,-0.7346,4.6165,4.0884,3.1212,3.1245
TCGA-43-6773-11,8.1614,1.5854,-5.0116,2.5996,2.9071,-0.1993,4.8778,5.1922,3.9682,4.0705
TCGA-66-2781-01,8.9899,5.3173,-5.5735,2.7161,3.5199,0.1648,5.7088,6.0092,2.8137,2.1213
TCGA-39-5034-01,9.4541,3.5730,-1.2828,2.8199,4.5608,-2.8262,5.5236,6.5705,4.2743,2.4675
TCGA-85-A50M-01,9.2515,1.9415,-2.6349,2.9356,2.7679,-4.0350,4.3249,3.7302,4.7777,2.7487
TCGA-22-4613-01,10.7135,6.9397,-4.6082,2.1541,3.4971,-3.3076,6.5673,3.6497,3.2127,5.2994
TCGA-66-2782-01,10.1997,3.9636,-3.1714,2.7379,3.1892,-5.5735,5.1498,4.3903,4.3793,2.7951
TCGA-66-2768-01,9.9887,3.2632,-4.0350,2.2931,3.1844,-9.9658,6.4514,2.3953,3.7909,4.3306
TCGA-85-8481-01,9.0883,3.2796,-2.0529,2.3193,3.4102,-9.9658,4.3576,3.8370,4.4135,2.4857
TCGA-37-4141-01,11.1181,2.6185,3.8167,2.0707,2.3843,-2.5479,5.3775,5.7016,3.3731,5.5034
TCGA-43-5670-11,9.8036,3.3134,-0.2671,2.9875,3.0757,1.0573,4.8655,4.8709,3.8551,3.7464
TCGA-60-2715-01,9.8305,5.5632,-1.8314,2.9281,2.8462,-2.2447,5.0545,5.0050,4.5473,4.5293
TCGA-43-6143-11,9.9075,-3.1714,-6.5064,2.9052,2.5876,-0.4719,4.7924,4.9704,3.8340,4.2766
TCGA-NC-A5HE-01,10.0079,6.3252,-0.3940,2.2082,3.4530,-2.8262,6.8680,3.8300,3.6816,4.0375
TCGA-77-A5GA-01,9.7431,7.2499,-0.9971,1.8957,3.0463,-4.2934,6.9304,4.4067,3.6771,5.8669
TCGA-60-2709-11,10.9639,-0.2845,-1.2481,2.9413,3.7105,-0.2845,4.6560,4.9982,4.3751,3.2541
TCGA-85-A4CL-01,10.2594,7.3525,0.9038,1.7786,4.2661,-5.5735,7.5425,2.4465,3.6872,4.9819
TCGA-22-1002-01,9.6862,3.8521,-3.6259,3.1860,3.1228,-1.5105,5.0653,4.8470,3.9108,3.5523
TCGA-85-A53L-01,9.8526,7.2325,-3.4580,2.0254,3.8360,-5.5735,5.5747,7.0621,3.7496,4.1867
TCGA-MF-A522-01,10.2118,6.5356,-4.0350,1.2696,5.1334,-4.2934,5.8953,2.3280,3.2959,1.8242
TCGA-63-7021-01,9.3429,6.7321,-1.5105,3.8944,3.0978,-6.5064,6.1004,3.2885,3.2587,3.9636
TCGA-43-6770-01,9.9641,7.0140,-3.0469,3.4210,4.4529,-4.0350,6.3627,4.9069,4.6497,6.3255
TCGA-98-A53B-01,9.2262,4.9379,-4.2934,3.1112,4.0601,-3.1714,4.7469,6.3386,4.8758,2.6579
TCGA-21-1070-01,10.2906,4.7049,-2.2447,3.3235,3.9002,-4.0350,5.0237,2.4571,3.6266,4.9996
TCGA-94-A5I6-01,8.6248,7.6269,-1.0559,2.4332,4.7666,-6.5064,6.3133,5.3230,4.1269,3.9682
TCGA-66-2742-01,9.5837,6.1056,-1.8314,2.8462,3.4856,-4.6082,5.4050,2.6418,3.9792,3.8818
TCGA-56-8304-01,10.0479,6.1268,-3.6259,2.3981,3.8218,-1.7809,5.8657,2.6208,3.7898,5.2994
TCGA-37-4130-01,14.1469,-0.3566,-1.2142,2.8936,3.5035,-1.5105,4.4162,2.6418,1.5902,3.9280
TCGA-77-7139-01,10.4462,8.3307,-0.9132,2.5900,3.7421,-6.5064,7.3341,7.2681,4.6265,4.5324
TCGA-66-2757-01,11.2368,4.0118,-0.5125,1.8643,3.6463,-1.3548,5.6597,3.4971,4.3090,6.4306
TCGA-90-7767-01,10.9238,5.7455,-0.9132,2.6418,3.5851,-5.5735,5.5580,5.5641,4.6514,6.3302
TCGA-85-8582-01,9.2681,3.9534,-2.1779,2.7227,3.2080,-6.5064,4.8197,5.1910,5.4169,5.3534
TCGA-NK-A5CX-01,9.3027,5.8367,-3.3076,2.7051,3.3979,-5.0116,5.1942,2.9674,4.7592,4.9203
TCGA-22-4609-01,8.5232,6.2869,-3.1714,3.4102,3.5645,-1.9379,5.4542,3.9974,4.2706,3.4237
TCGA-22-1017-01,10.6885,-1.4305,-4.2934,2.7530,4.0636,-1.9942,4.9364,4.2033,3.7773,5.1720
TCGA-77-8131-01,9.2240,1.0007,-1.8836,2.4753,2.7530,-4.0350,5.2025,3.6816,3.9983,5.0549
TCGA-56-A49D-01,9.3817,5.0700,-3.6259,2.9186,2.8897,-2.2447,5.1010,5.5696,3.6543,4.4628
TCGA-98-A539-01,9.8241,4.5454,-2.1779,3.7389,2.9375,-3.8160,5.5012,3.0910,4.4243,2.9893
TCGA-96-8170-01,9.1330,4.9065,-5.0116,2.8260,3.1971,-2.5479,5.7181,3.5461,4.4913,2.8994
TCGA-63-A5MY-01,10.6021,7.1178,-4.0350,2.8582,3.9728,-9.9658,6.6237,6.8510,3.9874,4.2533
TCGA-XC-AA0X-01,9.1525,6.1867,-3.1714,3.4156,4.1053,-1.4699,5.4608,4.5299,4.5850,4.5934
TCGA-77-A5G1-01,9.1626,-0.9971,-3.1714,3.2374,4.2064,-2.8262,4.8253,3.6782,4.4061,4.4628
TCGA-NC-A5HR-01,9.8745,6.9173,-2.7274,2.6185,3.7302,-2.3884,6.7846,7.6237,3.8788,2.1894
TCGA-56-7582-11,9.7617,1.5064,-3.0469,3.2328,3.0270,0.1124,4.7285,5.3597,3.8818,4.4562
TCGA-98-8022-01,8.5598,-0.0425,-4.2934,3.4237,3.6759,-1.9942,5.4226,3.4304,3.6486,5.5515
TCGA-66-2777-01,10.3392,6.4224,-3.8160,1.9675,4.8575,-2.3147,5.6679,3.9478,3.9654,5.0197
TCGA-33-A4WN-01,8.8301,6.5275,-2.9324,2.0111,4.0462,-3.4580,6.1023,6.6801,3.6219,5.5681
TCGA-77-8130-01,9.3567,1.8160,-2.1779,1.9527,3.0127,-5.0116,5.3162,3.8105,4.9801,2.8014
TCGA-56-7823-01,8.5466,7.8590,-5.0116,2.4701,4.0445,-6.5064,6.3901,2.9820,4.3335,1.9895
TCGA-85-8072-01,9.0643,6.9180,-1.6394,2.0430,3.1701,-3.3076,6.5415,3.3647,3.5791,5.5614
TCGA-77-7337-01,8.9812,3.8541,-3.3076,3.3535,4.0790,-4.6082,5.1380,4.3527,4.5180,5.4142
TCGA-21-1071-01,9.7334,6.1538,-1.4699,2.8641,4.7077,-2.7274,5.8687,3.6961,4.6410,5.9446
TCGA-90-A59Q-01,10.7435,0.6050,-3.0469,3.6520,3.2841,-9.9658,6.0374,2.3048,3.7529,4.1692
TCGA-96-A4JL-01,9.7523,6.3846,-0.7834,2.7161,3.2511,-2.5479,5.7423,4.2434,3.7529,6.6949
TCGA-60-2698-01,9.4279,5.2586,-1.1172,2.3337,4.8510,-2.9324,5.7463,2.9911,3.9012,3.8769
TCGA-63-7023-01,9.2597,7.1047,-3.1714,1.9859,7.0964,-4.2934,5.7814,5.0670,3.0944,1.0573
TCGA-22-4591-01,9.3527,6.4838,-2.9324,4.0480,3.8650,-4.0350,5.4725,6.2739,4.1368,3.0074
TCGA-22-5478-11,9.5537,-0.5756,-0.4719,2.5087,3.1179,0.0014,4.7576,4.3342,4.2243,4.1587
TCGA-58-8386-01,8.7630,4.2158,-2.4659,2.5112,3.6347,-1.2142,5.1977,3.1876,4.0918,4.3744
TCGA-85-7699-01,9.8115,3.5461,-3.3076,2.6647,4.0807,-3.1714,5.5693,7.8109,5.3335,5.6115
TCGA-60-2716-01,11.0606,5.2713,-3.4580,2.4252,3.3966,-3.8160,5.7824,2.7763,3.5971,6.9133
TCGA-94-8491-01,10.4882,5.3695,-4.6082,2.9319,3.1653,-5.0116,6.1896,3.6195,3.5559,5.0523
TCGA-77-7142-11,10.1844,-0.6643,-2.3147,2.7336,3.3521,-0.1187,4.3820,4.7115,3.8611,4.1907
TCGA-NC-A5HN-01,10.4514,6.3963,-2.5479,2.5462,3.3076,-9.9658,6.1443,1.7009,3.5022,4.3090
TCGA-21-5784-01,10.2916,4.9146,-2.8262,2.1345,2.0395,-1.5105,6.1225,3.7888,3.7836,3.4894
TCGA-92-7340-11,9.6720,0.6790,-0.3201,2.9469,3.4451,-0.3022,4.5015,4.8987,4.1219,3.9838
TCGA-98-A53D-01,10.1639,-1.7322,-4.0350,3.1311,3.1409,-1.1488,4.9905,5.9031,5.1946,3.9838
TCGA-60-2709-01,9.2265,7.1456,-1.9379,2.6805,3.7248,-2.8262,5.7549,5.9491,4.4641,4.8182
TCGA-77-7138-01,9.0905,0.1648,-1.2481,3.0910,2.7636,-6.5064,5.2083,1.3901,3.8531,3.8105
TCGA-22-5491-01,10.6841,6.5756,-3.1714,1.7912,3.9251,-5.5735,6.3502,3.9856,2.8361,4.9322
TCGA-85-6561-01,8.8830,5.7418,-1.3921,2.8779,3.5299,-4.6082,6.4803,4.0127,4.4829,5.8004
TCGA-58-8390-01,9.1960,3.8075,-2.4659,2.0912,3.1604,-5.0116,4.7955,7.9036,4.3625,5.8197
TCGA-77-7141-01,9.3185,6.7978,-1.4699,2.7292,4.4569,-3.3076,5.6600,3.8360,3.3675,4.9364
TCGA-90-7766-01,8.3980,6.3658,-3.0469,3.9910,3.7909,-4.6082,6.0222,1.3956,3.9691,4.7258
TCGA-43-2581-01,9.2865,-3.8160,-1.2828,3.2018,3.8033,-5.0116,4.9635,3.4674,4.9955,4.7840
TCGA-56-8625-01,8.6280,7.0135,-0.2159,2.9109,4.3024,-2.3147,5.4851,6.3200,5.1231,5.0631
TCGA-85-8354-01,10.1402,7.1458,-2.2447,3.3206,4.1740,-5.5735,6.0139,3.0181,3.2677,3.2049
TCGA-56-8201-01,9.1143,0.0718,-3.8160,2.2633,3.2481,-6.5064,4.8495,4.2833,4.9924,5.9343
TCGA-43-A474-01,10.1849,6.3872,-3.8160,2.2783,4.0584,-9.9658,6.3834,4.4074,4.4297,2.3019
TCGA-60-2696-01,9.4594,1.6604,-1.1488,2.3135,2.9729,-4.0350,4.6456,3.2002,3.8944,5.1161
TCGA-34-5240-01,10.4886,7.7541,0.8883,1.7316,3.5947,-3.4580,6.8514,4.8470,4.1939,4.7804
TCGA-33-6737-01,10.0075,-4.6082,-3.6259,2.5112,3.5022,-0.3201,5.8097,3.0092,3.8591,4.0722
TCGA-90-A4ED-01,10.7612,-3.1714,-3.0469,3.3883,3.0859,-6.5064,4.6247,5.1310,3.4556,5.5355
TCGA-66-2771-01,11.1323,4.7840,-4.2934,2.7292,3.1261,-3.3076,5.3252,2.2019,2.5388,2.6647
TCGA-43-3920-01,11.3518,4.2274,-2.5479,2.4623,3.9280,-9.9658,4.8983,5.8475,4.1019,4.7825
TCGA-22-4594-01,11.0398,4.4357,-1.7322,3.1261,3.6520,0.9419,3.7400,3.8650,3.3787,4.8885
TCGA-77-8128-01,9.0403,8.1844,-1.3921,2.5804,4.3292,-9.9658,6.1146,5.8885,4.2833,5.6168
TCGA-56-7580-01,10.3118,6.4702,-3.6259,3.4490,3.6759,-4.6082,6.0805,2.0604,3.8954,3.4183
TCGA-60-2721-01,8.8932,6.1532,-2.5479,3.1701,3.6440,-5.0116,6.1100,4.4523,4.4463,2.9747
TCGA-85-8052-01,9.2540,7.8627,-1.8836,2.0289,4.6282,-3.4580,6.5460,4.0073,5.0041,5.4861
TCGA-43-6771-01,8.8679,1.6558,-3.8160,2.0183,3.0376,-9.9658,3.9280,3.6474,3.5486,4.9127
TCGA-22-1000-01,9.5826,3.2127,-1.1172,2.4386,2.9243,-2.3147,4.8802,4.6171,4.6623,4.5534
TCGA-52-7812-01,9.1294,0.0014,-1.9379,2.8055,4.0705,-4.2934,6.2787,1.6604,4.6393,5.5850
TCGA-18-3412-01,10.5348,5.5775,-0.4325,2.0004,3.8670,-2.3884,5.5100,3.0723,3.1228,5.5361
TCGA-70-6722-01,8.9437,-0.7588,-1.9942,1.7870,3.1458,-3.8160,5.0734,3.3492,4.4823,3.3350
TCGA-60-2703-01,9.4865,3.1604,-1.2142,3.3647,4.5261,-3.8160,4.4509,4.6106,5.0841,5.3082
TCGA-NC-A5HH-01,10.7130,4.6012,-3.3076,2.6647,3.7094,-9.9658,5.5398,7.1814,3.9700,2.5780
TCGA-43-3394-11,9.2017,2.6715,-2.3147,2.7161,2.9637,0.1648,4.2631,4.6171,4.0884,4.1069
TCGA-60-2722-01,8.8470,7.8331,-1.8314,2.3193,3.9691,-5.5735,6.0235,3.2496,4.5349,4.9946
TCGA-33-4582-01,11.3766,6.1669,-5.5735,2.2813,4.1788,-6.5064,5.0549,1.9895,3.2205,4.0198
TCGA-56-7580-11,9.4526,-3.8160,-1.9942,2.9205,2.9600,-0.7588,4.8748,5.0440,3.8177,4.3951
TCGA-85-8666-01,8.6254,4.7986,-1.7322,2.1798,4.6364,-6.5064,5.3930,3.7971,4.6577,3.6905
TCGA-22-5471-11,9.7123,2.3704,-4.2934,2.2573,3.0619,-0.4521,5.1264,4.1194,4.0816,4.2593
TCGA-63-A5MM-01,10.2999,-1.3183,-3.8160,2.3953,2.5972,-9.9658,5.3792,3.1162,4.5681,5.0597
TCGA-92-8065-01,8.4964,3.5486,-3.4580,2.3649,3.4856,-5.5735,5.9846,2.9488,4.1203,3.0859
TCGA-60-2726-01,11.8052,6.5521,-2.1779,2.7572,3.5839,-6.5064,6.2409,4.2181,3.9089,1.7575
TCGA-39-5021-01,10.7332,8.2629,0.4657,2.1862,5.6303,-4.2934,5.6974,5.4732,3.9079,5.3810
TCGA-34-5929-01,9.6984,7.3246,-2.3884,2.4035,3.1311,-0.3201,6.1837,4.0251,3.7302,7.3024
TCGA-52-7809-01,9.9077,6.3505,-4.2934,2.7379,3.6335,-0.1031,5.3719,4.1579,3.6312,6.0356
TCGA-43-6773-01,8.3803,3.6838,-2.9324,3.1604,2.3843,-4.2934,5.6297,3.6961,3.2018,4.8069
TCGA-6A-AB49-01,9.8550,4.1094,-4.2934,2.7487,3.4384,-6.5064,5.3053,1.5064,2.6232,-0.8339
TCGA-37-3783-01,11.6098,1.8957,-1.5522,2.1574,2.6647,-1.4305,5.2472,1.9302,2.6138,3.5035
TCGA-33-AASJ-01,10.3228,7.2175,-0.9971,2.8260,3.6030,-0.6416,6.5027,2.4701,4.2320,2.9710
TCGA-85-8479-01,10.5104,3.0428,-1.9379,2.4117,3.0602,-9.9658,7.0345,2.7972,4.1002,2.8720
TCGA-85-8580-01,8.8483,7.8487,-1.9942,2.4035,3.7507,-2.3884,6.1183,4.3090,4.8625,6.2174
TCGA-63-7022-01,9.0301,4.9640,-0.9132,3.5098,2.5238,-4.2934,5.4084,4.9561,4.3667,4.9991
TCGA-18-3408-01,10.8226,7.6073,1.4441,2.8522,4.9472,-3.1714,6.1841,4.4894,3.9478,5.6750
TCGA-56-8626-01,8.6329,2.9148,-1.9942,3.7940,3.2282,-1.9942,5.5781,3.9060,4.6253,4.4169
TCGA-77-A5G8-01,9.6203,6.5785,-1.2142,1.8918,4.0610,-9.9658,6.6333,3.0481,3.8491,4.6583
TCGA-43-A56U-01,8.8542,3.2220,-2.7274,4.0748,2.6371,-1.7809,4.8555,4.0985,3.8370,3.5971
TCGA-43-5668-01,8.8890,-2.8262,-2.3147,2.9375,3.2602,0.2642,5.0045,3.8611,4.2510,5.6554
TCGA-85-7844-01,9.0853,7.1250,-0.6416,4.0722,3.7367,-2.3147,6.0144,3.7992,4.8924,5.0837
TCGA-77-8146-01,9.9413,5.3431,-3.6259,2.4008,3.5022,-2.7274,5.6963,3.3478,4.2250,5.6534
TCGA-39-5037-01,11.6197,8.2260,0.0990,2.1213,4.0419,-4.0350,7.3055,4.7762,2.8838,5.4542
TCGA-77-8148-01,8.5202,8.7123,-1.2142,1.4388,3.4291,-0.7834,6.2747,5.8939,4.2818,6.0685
TCGA-22-1016-01,9.5140,1.4494,-5.5735,3.0568,2.8076,-1.2142,4.5874,3.9755,4.3896,5.0497
TCGA-60-2695-01,10.1363,5.2231,1.9601,4.3463,4.2855,-1.8836,5.6921,5.6938,4.4074,4.1392
TCGA-18-3421-01,11.5290,4.4608,-1.3921,1.6830,2.9071,-2.5479,5.4233,2.6918,3.0481,5.0955
TCGA-85-8287-01,10.0234,1.9490,-3.3076,3.3689,3.5754,-2.8262,4.6905,4.9393,4.5784,5.2932
TCGA-56-6546-01,10.3455,6.6515,-2.1779,2.6019,3.3883,-3.4580,5.0009,6.0332,3.2752,5.5684
TCGA-68-8251-01,9.6745,4.8793,-1.0559,2.8779,3.3535,-3.6259,5.5373,3.8837,4.2404,2.8622
TCGA-43-A56V-01,10.1420,6.0756,-4.6082,2.8897,4.9942,-3.0469,5.0584,5.0409,4.0875,4.4257
TCGA-58-8388-01,9.3768,-0.0725,-2.0529,4.0739,2.7227,-3.6259,5.0206,7.6429,4.8905,3.6347
TCGA-18-4721-01,9.5798,7.0630,-2.1140,3.2359,3.8360,-2.1779,6.7451,4.6668,3.6657,5.5085
TCGA-56-A4BY-01,8.8973,7.2455,-2.5479,4.1359,4.3090,-1.3183,6.1239,3.9819,4.7882,4.3392
TCGA-37-4132-01,11.8913,5.6285,2.8137,2.4934,3.0411,-2.4659,5.0943,7.195,3.0376,4.4344
TCGA-66-2727-01,10.4889,5.9814,-0.4131,2.2813,3.8481,-3.4580,6.2265,3.6578,3.3278,5.1910
TCGA-18-3415-01,10.1767,6.5401,-1.7809,2.8522,3.2220,-6.5064,6.2585,3.3506,3.5510,5.3855
TCGA-34-5927-01,8.4170,6.8043,-0.9406,2.9300,3.8710,-0.3752,5.8422,5.9028,5.0930,3.3235
TCGA-22-5473-01,9.6884,6.6978,-2.2447,2.2391,4.4006,-2.5479,6.3507,3.9431,3.3689,2.7910
TCGA-O2-A52V-01,9.1886,6.4035,-2.2447,2.6302,3.8401,-3.3076,5.6209,3.6714,4.4764,4.9041
TCGA-22-1005-01,10.2375,1.7702,-0.4719,3.8136,2.3871,-1.7809,4.3378,3.3321,3.8421,4.3046
TCGA-60-2713-01,9.2834,7.4983,-1.3183,2.8858,3.5657,-4.6082,5.6041,5.9598,4.4588,3.3591
TCGA-85-8288-01,9.0912,4.6445,-1.8836,2.8076,3.2343,-4.0350,5.7353,4.8274,4.7329,3.1278
TCGA-66-2789-01,10.2478,5.0558,-2.2447,3.1458,3.6486,-2.3884,4.6668,5.8922,4.3506,4.5571
TCGA-85-8351-01,9.7647,3.1507,-4.0350,2.9071,3.2526,-2.3884,4.6882,3.1685,3.7094,5.5638
TCGA-56-7579-01,8.7613,6.9933,-2.4659,3.9137,3.0978,-9.9658,5.5808,5.3162,3.1458,3.7909
TCGA-77-8143-01,10.0501,4.9374,-5.5735,2.9948,3.0446,-4.2934,5.4030,2.7594,4.5355,2.1670
TCGA-18-3411-01,10.8516,6.4645,-2.2447,1.4704,3.1491,-5.5735,6.0505,3.5174,3.3032,2.2872
TCGA-39-5036-01,11.0321,6.0301,-3.1714,1.6512,3.6230,-4.0350,6.7820,2.3135,2.6487,2.0810
TCGA-33-4583-01,9.8031,5.8377,-1.6394,1.2333,3.1195,-6.5064,7.4102,1.5115,3.8915,6.3787
TCGA-85-A4JB-01,8.7912,4.1261,-1.8314,3.4933,2.9747,-5.5735,4.8520,4.6617,4.8968,3.2557
TCGA-60-2707-01,9.7155,3.1955,-2.1140,2.1080,3.5436,-4.2934,4.9746,4.0739,4.7704,4.1441
TCGA-56-6545-01,8.4282,4.6702,-1.9379,3.1145,4.2389,-3.1714,5.0189,4.2788,4.7571,5.9060
TCGA-O2-A5IB-01,7.9500,5.7989,1.5758,3.6347,4.0506,-2.9324,5.4555,5.7947,5.9458,5.7687
TCGA-34-8455-01,9.3030,4.9883,-2.1779,2.4035,2.8858,-3.1714,5.4236,3.3250,4.3097,4.3632
TCGA-22-5480-01,11.3984,4.2419,-2.1779,2.4386,2.7847,-2.8262,5.5726,5.6651,4.1612,6.5497
TCGA-56-7730-11,10.2449,2.6828,-3.1714,2.3953,2.9052,0.2642,5.2732,4.1708,3.9242,3.8808
TCGA-51-4081-01,8.9544,6.9964,-1.2481,2.7951,4.6719,-6.5064,6.4525,5.2623,4.3793,6.2229
TCGA-56-8503-01,9.5725,5.0387,-0.9686,2.5263,3.3492,-9.9658,5.0304,4.3841,4.5299,5.1182
TCGA-77-6843-01,9.7339,8.0701,2.0430,2.7183,4.6312,-1.2481,6.9865,5.7751,3.3828,6.3189
TCGA-94-7943-01,9.8878,3.7877,-1.6850,2.5996,3.4197,-4.0350,6.1488,5.0939,2.8096,6.5606
TCGA-92-7341-01,8.4190,7.4984,-3.3076,2.0289,4.4693,-9.9658,5.9794,4.3883,4.4290,2.2753
TCGA-46-3766-01,10.1717,4.2773,-1.4699,2.9281,3.3535,-1.5522,4.6023,4.4595,4.0833,4.7619
TCGA-33-4533-01,10.7615,7.0156,-2.7274,1.8801,3.2374,-0.5332,5.3324,6.4111,4.6445,2.1798
TCGA-60-2711-01,9.6513,7.6526,-2.2447,2.3898,3.6184,-6.5064,5.4784,4.1724,3.7741,2.5658
TCGA-46-3769-01,10.5999,0.8568,-1.9379,1.4228,3.4143,-6.5064,5.7225,3.9270,3.5766,2.6348
TCGA-90-6837-11,8.8550,-4.2934,-2.3884,2.9186,2.5900,-0.9971,4.9002,5.4819,3.5362,4.5650
TCGA-34-8456-01,9.6112,8.4176,-0.3383,3.7678,3.1765,-5.5735,6.2331,4.3385,4.1820,4.8017
TCGA-22-5474-01,8.9759,6.7822,0.2029,2.7051,3.9792,-5.0116,7.1232,4.8390,3.5535,5.8359
TCGA-18-4086-01,10.5691,6.0715,-0.2671,2.2723,3.7571,-9.9658,6.2042,3.6301,3.3675,3.2389
TCGA-56-8504-01,8.4812,5.7565,-1.0862,2.4857,3.9289,-6.5064,5.9062,3.5486,4.0189,5.8130
TCGA-66-2795-01,10.6856,6.1256,-1.6850,1.5514,3.1162,-3.0469,5.3370,4.5620,3.6113,5.1684
TCGA-60-2712-01,10.6178,2.3592,-1.5951,3.1797,3.1797,-4.2934,5.2215,3.9874,3.7138,3.8710
TCGA-63-A5MG-01,9.1388,4.6485,-2.4659,3.5779,3.2632,-4.0350,5.3650,3.2511,4.9270,4.9805
TCGA-52-7622-01,9.0541,7.3176,0.9115,2.5487,3.9810,-1.8314,6.2873,4.0985,4.1740,4.6177
TCGA-33-4547-01,9.5272,6.3592,-2.4659,3.0110,3.7083,-3.3076,5.3335,8.1306,4.4006,4.7840
TCGA-66-2800-01,10.1577,7.8704,-3.1714,1.9452,3.6417,-3.3076,6.7418,5.1543,3.4477,5.2107
TCGA-63-A5MI-01,9.6465,5.8756,-2.3147,3.4907,3.7475,-3.3076,5.4460,5.6262,3.0671,2.4597
TCGA-NK-A5CT-01,9.0297,3.0305,-2.9324,2.0673,2.9071,-4.6082,5.3470,0.9935,3.5887,3.8391
TCGA-43-8118-01,9.5131,5.8783,-3.3076,2.5112,3.5149,-2.4659,5.4132,3.6006,4.0260,4.5705
TCGA-21-1077-01,9.2690,7.7800,-0.9971,2.5011,3.7039,-2.8262,5.4793,4.5904,4.3148,2.6624
TCGA-18-3416-01,9.2482,6.4029,-0.4521,3.2900,3.3032,-6.5064,6.5435,3.0181,3.3619,3.2526
TCGA-O2-A52S-01,8.8795,7.4840,-2.3147,2.5634,3.4304,-6.5064,6.5587,3.4713,3.9127,5.3862
TCGA-77-7335-01,9.8837,7.0739,-0.9406,2.6161,3.6125,-6.5064,5.7247,4.4829,4.7426,4.8289
TCGA-51-4079-11,9.2226,-0.7834,-2.3884,2.6850,2.7227,-0.3022,4.7893,4.9991,3.7582,4.0901
TCGA-21-5783-01,9.3694,3.3745,-1.3183,2.9839,3.4331,-5.5735,4.5699,5.8027,4.1211,5.8038
TCGA-34-5236-01,9.4692,5.8934,-1.6394,2.0673,3.1829,-6.5064,5.5043,4.7603,4.5994,4.7033
TCGA-22-1011-01,9.0273,5.3274,-1.1172,3.7971,3.4075,-4.2934,5.3381,3.2587,4.5392,4.9203
TCGA-63-A5MU-01,10.4298,6.2171,-1.8314,1.9377,2.8681,-9.9658,6.0976,3.7836,3.5312,4.8048
TCGA-O2-A52W-01,9.6097,6.4103,-2.3884,2.8280,4.3744,-2.3147,5.7230,6.3735,3.7877,5.4118
TCGA-21-1075-01,11.5006,7.6011,-0.1665,2.2960,4.1652,-3.6259,6.3151,2.9839,3.1572,1.9822
TCGA-56-7582-01,9.9797,6.4632,-1.3548,2.0638,3.8973,-2.6349,6.5534,3.6405,4.1219,2.7444
TCGA-85-6560-01,9.8962,0.9935,-1.4305,3.7982,6.5741,-1.7322,5.1408,7.3063,3.0533,5.7159
TCGA-46-6026-01,11.2381,7.6762,-1.9942,2.8076,3.3250,-3.8160,5.2732,4.2899,2.2019,5.7407
