sample,ENSG00000145041.15,ENSG00000136997.14,ENSG00000139687.13,ENSG00000171862.9,ENSG00000169083.15,ENSG00000157557.11,ENSG00000157554.18,ENSG00000134954.14,ENSG00000141510.15
TCGA-V1-A9Z9-01,3.1095,4.6247,2.8442,3.3647,4.1219,4.5516,1.7954,3.0859,4.8983
TCGA-HC-7747-11,2.5610,3.6474,3.2722,3.6301,4.4081,4.0532,1.2934,2.9224,3.3773
TCGA-QU-A6IM-01,1.8840,3.2841,0.1903,3.5086,3.4358,4.1708,1.1641,0.6425,3.9838
TCGA-KK-A6E0-01,3.2572,5.3459,3.0498,1.9377,4.1211,3.7582,1.2085,3.0002,4.5117
TCGA-HC-8260-01,3.4331,4.8595,3.5149,4.8895,4.1111,5.2242,5.6271,3.2826,4.2480
TCGA-EJ-5504-01,3.3661,6.1683,3.4894,4.9294,4.5274,4.1555,2.1444,3.6737,5.0202
TCGA-V1-A9Z8-01,2.9984,4.3541,2.4386,3.1717,3.3393,4.6832,2.2513,3.5486,4.7777
TCGA-EJ-8472-01,3.1523,4.0488,3.5486,4.2358,4.9218,3.6463,7.3329,2.9562,5.7079
TCGA-EJ-7783-11,2.4198,4.5880,3.7127,4.4654,2.9432,4.8228,2.2513,3.2174,3.8827
TCGA-XK-AAJR-01,3.2796,4.3270,3.1426,4.2818,4.4855,4.1203,2.2573,3.7138,5.0326
TCGA-KK-A6E5-01,2.9071,6.0475,2.8542,4.1970,3.8531,3.8591,1.5013,3.2826,4.6697
TCGA-EJ-5530-01,3.5461,6.5489,3.9356,4.7474,4.8515,3.4048,7.4233,3.3032,5.4387
TCGA-G9-6370-01,3.4997,5.0833,3.5947,4.5342,4.1219,6.3347,1.1897,3.7518,4.5192
TCGA-HC-A6AO-01,2.1734,4.8090,1.2394,3.7127,2.6418,4.9500,-0.2159,1.3340,4.0985
TCGA-G9-6366-01,2.7972,5.8841,3.2737,5.0764,4.3855,3.9571,0.6332,2.5924,4.6651
TCGA-KK-A7B4-01,3.3307,6.2913,2.7805,4.2095,4.0969,2.9692,6.9781,2.8219,3.0393
TCGA-KK-A6E2-01,3.6691,7.0081,2.9281,3.9223,3.9737,2.6043,7.5424,2.6418,4.1161
TCGA-J4-A83J-11,3.0688,6.7165,3.2018,4.2080,3.5174,6.9532,1.5165,3.7453,4.3249
TCGA-ZG-A9LN-01,2.6348,5.3636,2.9820,4.2706,3.2796,4.3702,1.5514,3.9883,4.9810
TCGA-XJ-A9DI-01,3.2096,4.7496,3.5584,3.9487,4.6933,6.2207,5.1285,4.2943,4.3744
TCGA-HC-7750-01,3.0515,5.3862,2.9032,4.4713,3.9156,3.8177,1.2934,2.7422,4.5522
TCGA-J4-A83M-01,2.9488,7.0955,2.3564,4.2404,4.0233,3.9673,0.8726,3.0020,5.1768
TCGA-HC-A4ZV-01,3.1475,6.2799,2.9469,4.4081,5.3941,3.2405,1.7185,3.9580,4.5448
TCGA-KK-A7AP-01,3.2737,6.6363,2.4439,4.4608,4.3646,2.2268,-0.5332,1.3901,4.6242
TCGA-EJ-7331-11,3.3787,3.7072,4.2503,4.8167,4.7088,4.9814,2.5363,4.2855,4.5286
TCGA-EJ-7791-01,3.3321,5.5772,4.0278,4.1252,4.7592,5.1010,2.3164,3.8973,4.7027
TCGA-EJ-7788-01,3.4945,5.4509,4.1962,2.9338,4.4128,3.8147,2.1180,3.3925,5.4043
TCGA-VP-A87K-01,3.5523,5.7682,3.7094,3.6219,4.5429,3.4183,7.8834,2.5707,2.0946
TCGA-EJ-7783-01,3.7324,6.4648,3.8660,4.8038,5.4053,5.6200,6.9537,4.2204,5.1169
TCGA-EJ-5507-01,3.7127,4.5675,3.9127,5.7366,4.4951,3.6612,6.6834,3.5060,4.3249
TCGA-HC-7213-01,3.6148,4.5349,3.8157,1.4859,3.9270,2.9525,7.4007,2.7679,5.3202
TCGA-EJ-5512-01,3.2065,5.1206,3.4907,4.7377,4.4283,4.2048,5.3820,2.7868,4.9878
TCGA-CH-5768-11,3.3492,4.3002,3.7688,4.3541,4.0926,4.4881,-0.1345,2.9338,4.7698
TCGA-VN-A943-01,3.2328,5.0644,2.3843,3.7410,4.2758,2.9875,-0.3566,1.3956,4.5293
TCGA-VN-A88M-01,2.3732,4.1587,2.6805,3.6347,2.9655,3.3800,6.8863,1.4756,5.2765
TCGA-XK-AAK1-01,2.8361,5.3399,1.5216,4.1228,4.4404,2.9319,0.0014,1.8918,4.5892
TCGA-HC-7742-11,3.3177,4.1684,3.5449,4.4054,4.2518,5.2976,1.1706,2.9469,4.9341
TCGA-V1-A9OX-01,2.7594,3.6950,2.5585,3.8964,3.5199,4.9782,0.8327,2.7444,4.3944
TCGA-EJ-7327-11,3.3003,2.9857,4.5009,4.6445,4.6753,3.6160,0.7579,2.3164,4.9805
TCGA-J4-A67N-01,2.1670,4.4945,1.6875,1.0779,4.6742,3.6532,5.0905,1.2023,4.6866
TCGA-HC-7820-01,3.3478,5.4787,3.4034,4.0593,4.3263,3.8511,5.7565,2.5924,5.1392
TCGA-XJ-A9DK-01,3.3787,4.3800,3.0376,3.8431,3.3979,5.5687,3.7614,3.4881,4.6485
TCGA-V1-A9OT-01,1.8323,4.0497,1.9675,3.9645,3.3745,2.8916,3.4504,1.7744,4.6611
TCGA-KK-A6E4-01,2.1013,6.4333,1.0503,3.9478,2.6185,2.6348,6.0332,0.8961,5.0917
TCGA-J4-A67M-01,2.2019,4.9621,1.2815,4.0383,3.0163,4.5442,0.6608,2.3451,4.2320
TCGA-YL-A8SC-01,3.5657,5.5438,3.4075,3.7625,5.4960,3.7496,0.7233,3.4210,1.4911
TCGA-EJ-5522-01,3.5237,5.5445,4.4364,3.6417,4.6508,3.8116,6.6016,3.8370,4.4006
TCGA-EJ-5524-01,3.5374,5.2173,4.5669,5.2910,4.5002,4.4771,6.9812,4.1252,4.4536
TCGA-J9-A8CL-01,3.0358,5.9720,3.6972,4.1285,4.4156,3.3633,2.0810,2.8240,4.7231
TCGA-KK-A6E8-01,2.5011,5.2149,2.0218,4.1652,3.6148,3.0127,0.2277,1.7185,3.7518
TCGA-EJ-7797-01,3.2900,5.9746,3.7846,4.3399,4.1417,5.2533,7.6342,3.5374,4.4900
TCGA-J4-A6G1-01,3.4371,5.2342,3.4881,4.2056,3.4856,4.8033,5.2188,5.1744,4.5970
TCGA-EJ-8474-01,2.9692,5.7624,3.6113,4.7077,3.8023,3.7688,1.8957,3.2018,4.2258
TCGA-M7-A71Y-01,3.1195,4.1939,2.5338,3.9346,3.6393,5.4522,-0.0574,2.8799,4.6617
TCGA-J4-A6M7-01,3.4945,6.2153,3.6417,4.2781,3.9194,3.3800,6.8577,2.2723,5.4751
TCGA-FC-A6HD-01,1.9302,5.6659,1.8404,3.8837,3.1458,2.3649,-2.1140,0.1388,4.2304
TCGA-HC-8262-11,3.7550,7.1870,3.7646,4.4135,3.5596,7.5126,2.3479,4.8881,4.4938
TCGA-HC-7752-11,2.7657,2.9109,3.1908,4.6479,3.6532,5.1429,1.3167,3.3828,4.6502
TCGA-V1-A8WW-01,3.2557,4.1946,3.2143,4.6921,3.9965,3.3450,4.7165,3.0944,4.8012
TCGA-KK-A6DY-01,3.4451,6.6175,3.4143,3.1327,3.6827,5.4660,6.3576,3.2251,4.5946
TCGA-CH-5764-01,3.6101,6.3618,4.2706,4.8650,4.7088,4.4081,6.9239,3.7302,4.6053
TCGA-G9-6363-01,2.8522,4.1027,3.8147,2.7249,2.9984,3.5923,5.6106,2.7444,4.9294
TCGA-VN-A88L-01,2.8602,5.4350,3.2435,4.0454,2.9655,4.4250,6.6424,3.4183,4.5516
TCGA-KK-A8IA-01,3.5608,5.0850,2.9820,2.3451,4.2312,2.6738,6.3020,2.4544,0.7321
TCGA-V1-A9OF-01,3.0637,5.4754,3.5312,4.4430,4.2892,3.4530,0.6969,2.6185,4.7302
TCGA-XA-A8JR-01,2.8877,5.4663,3.2617,4.2358,3.8680,4.1400,-0.1665,1.7185,4.4588
TCGA-KC-A4BR-01,3.1749,7.1940,3.0585,4.0799,3.5498,5.9773,5.5043,3.5899,3.3842
TCGA-YL-A8S8-01,2.9525,6.1561,2.8462,5.1194,4.5249,5.7445,1.3225,3.0358,4.1449
TCGA-HC-7821-01,3.5839,4.7334,4.1740,4.5199,5.0054,4.0909,5.2165,3.5851,2.1444
TCGA-KC-A7F6-01,3.2405,6.6405,3.0585,4.2593,3.6759,5.2854,6.4537,3.4007,3.0428
TCGA-M7-A721-01,3.0515,5.6127,3.0127,3.6748,3.8259,4.3119,1.4652,3.2205,4.8992
TCGA-KK-A6E3-01,1.8683,3.9251,1.9149,3.7367,3.2481,3.2841,0.1388,1.8722,3.8002
TCGA-XJ-A83G-01,2.7117,4.7565,2.5313,3.7919,3.5779,3.6113,-0.4325,1.5415,4.5305
TCGA-ZG-A8QZ-01,3.0944,5.8156,3.4318,3.4251,3.6312,4.7082,5.8973,3.4358,4.8802
TCGA-V1-A8MJ-01,3.3563,4.9542,3.6691,3.5035,4.0410,5.7892,1.3567,3.4088,5.0934
TCGA-G9-6342-11,3.0038,4.6634,3.5324,3.8441,3.6230,5.0348,1.0711,2.7487,4.7236
TCGA-V1-A8X3-01,3.2374,6.0014,2.5996,4.1119,4.3513,3.6440,0.3907,2.7095,4.8679
TCGA-EJ-7792-11,3.3773,4.3321,4.1875,4.8758,4.2235,5.9367,2.8562,4.7877,4.6416
TCGA-HC-A6AS-01,2.0500,5.1132,1.5806,3.9765,2.6371,4.7291,0.7664,1.7995,4.2578
TCGA-EJ-7793-11,3.5803,4.7645,3.7561,4.4990,4.1828,5.6957,2.0638,3.9910,4.0506
TCGA-YL-A8SA-01,3.1311,3.1278,2.6715,2.0111,3.6509,2.8462,6.7870,2.1345,3.5971
TCGA-ZG-A9L9-01,2.5996,4.3632,2.5437,3.6737,3.3105,3.5022,5.4250,2.7826,2.7249
TCGA-EJ-A46H-01,3.2526,6.4150,3.4920,4.3477,3.7815,6.9177,2.6873,5.2694,4.1946
TCGA-EJ-7782-11,2.5804,4.9388,4.3681,4.3903,3.6861,5.4057,2.2693,4.0028,3.9213
TCGA-Y6-A8TL-01,3.2572,5.7911,2.8178,4.3820,3.9308,3.8391,1.0983,2.6602,4.1756
TCGA-HC-7233-01,3.4116,6.3116,3.9920,4.7651,4.4667,4.5540,1.5165,4.0392,5.1388
TCGA-QU-A6IO-01,1.6327,4.3548,0.4447,3.2988,3.0074,3.9589,-0.5125,1.2934,4.2706
TCGA-CH-5744-01,3.2541,5.2983,3.5694,2.0535,4.2691,4.8605,6.7297,3.1637,5.3449
TCGA-V1-A9OA-01,2.5828,5.8063,2.8877,4.3765,3.2722,5.1599,1.9149,3.2707,5.0875
TCGA-VP-A87J-01,3.0893,3.6497,3.7127,2.5828,4.7269,3.6347,0.7579,2.5780,4.7971
TCGA-EJ-7321-01,3.5009,7.6102,3.4291,4.8530,4.0488,4.4074,8.1627,3.4129,4.8279
TCGA-KK-A7AU-01,3.3675,5.3920,3.5510,0.2642,4.6059,2.1213,6.5580,1.0503,2.3337
TCGA-M7-A722-01,2.2237,5.1962,0.4552,3.7846,4.0713,2.1830,-1.3548,-1.3921,4.6012
TCGA-CH-5740-01,2.9984,7.2341,3.1507,3.9127,4.0497,3.3966,6.5817,2.9600,5.2502
TCGA-EJ-5503-01,3.1971,3.8198,3.6578,4.1318,4.2158,5.6100,4.1368,3.8630,4.9937
TCGA-J9-A52C-01,2.9562,6.1461,2.8602,4.1604,3.0287,6.2959,1.9931,4.1732,4.4503
TCGA-WW-A8ZI-01,2.9875,5.5107,3.5399,4.5280,4.0198,3.1653,0.6608,2.6441,4.3979
TCGA-EJ-7314-11,3.4530,6.3639,4.0653,4.9575,4.5790,6.0637,2.7594,4.2001,4.5970
TCGA-EJ-A7NM-01,3.0842,5.3636,2.8897,2.1313,3.5473,4.2196,1.0779,3.6623,5.4867
TCGA-VP-A87E-01,2.7847,6.3705,3.1212,4.2503,3.3952,5.2442,1.7053,3.9506,4.0824
TCGA-EJ-7789-11,3.0463,4.0366,3.9506,4.3688,4.1441,5.5379,2.0776,3.8411,4.4344
TCGA-EJ-7312-01,3.0340,3.5887,2.7636,3.8670,3.7825,3.3549,0.0440,1.5366,4.7565
TCGA-HC-A48F-01,3.6861,5.2292,3.3278,5.2304,4.6742,2.0004,6.5289,2.0254,5.0998
TCGA-EJ-5521-01,2.9281,4.8415,2.9205,3.6691,3.6184,3.7006,6.1031,2.9747,4.4277
TCGA-EJ-A8FO-11,2.7972,6.2972,3.0723,3.8944,2.6067,5.6639,1.3397,3.0163,4.1716
TCGA-EJ-7786-01,3.3003,5.8169,3.3952,4.4364,5.0117,3.6905,1.1050,2.9692,4.4881
TCGA-G9-6365-01,3.0020,5.7203,2.8096,4.9472,3.5136,4.6617,5.5370,3.0110,5.2400
TCGA-CH-5769-01,3.0463,5.5407,3.8670,2.8096,3.7486,4.2810,5.8347,2.8402,5.4416
TCGA-M7-A723-01,2.6579,4.0918,2.5561,4.0627,3.0498,4.3965,1.0711,2.3308,4.4926
TCGA-G9-6499-01,3.0252,5.9876,3.3535,4.2699,3.7061,4.6329,0.4016,2.5852,4.6445
TCGA-G9-7510-01,3.2251,5.7658,3.3264,4.3428,4.0645,5.4433,1.8683,3.7836,4.4317
TCGA-HC-8258-11,2.7095,3.2282,3.2617,3.4331,4.1796,4.6645,0.3346,2.7183,2.9281
TCGA-J4-AAU2-01,2.7249,5.5145,2.9356,4.0153,4.0010,3.5299,0.7664,2.8301,4.6148
TCGA-CH-5750-01,3.3897,6.8649,3.8857,4.7709,4.9045,3.7182,1.1833,4.0348,5.3064
TCGA-EJ-A65B-01,2.2206,5.5952,1.6875,4.1482,3.2251,4.1194,1.2696,2.5804,4.1700
TCGA-XJ-A83H-01,3.0723,6.3563,2.9692,4.0037,3.9691,6.0917,0.3685,3.0585,4.5123
TCGA-EJ-5510-01,3.1701,5.4199,3.3393,3.3061,4.3779,4.9524,1.5902,3.7335,5.0308
TCGA-EJ-7793-01,3.2632,4.5832,3.5887,4.3111,4.4654,4.0799,6.1735,2.6895,4.6212
TCGA-YL-A9WY-01,3.2944,4.7851,3.4371,5.2672,3.4843,4.8095,1.9968,4.3313,4.6725
TCGA-KK-A7B1-01,3.3032,5.7019,2.8482,4.2758,4.2419,5.1449,6.3572,3.9261,5.1962
TCGA-VP-A876-01,2.4727,7.1290,3.5584,4.3263,3.7313,3.0323,6.7285,2.5213,4.6525
TCGA-M7-A724-01,2.7931,7.9801,2.2019,3.6782,4.2025,2.7763,-0.3201,1.5806,5.0308
TCGA-KK-A8IM-01,3.3393,5.5170,3.8700,3.1491,3.8380,3.7582,6.2046,2.9729,4.6124
TCGA-XK-AAIV-01,3.6066,5.7366,3.3966,3.3393,3.9829,4.0427,2.1766,4.7274,2.9224
TCGA-KK-A7AV-01,3.1939,5.6551,3.2752,4.4033,3.6578,4.9528,1.6187,4.2158,4.7576
TCGA-VN-A88P-01,3.1475,5.7228,3.3206,4.1946,3.9223,4.8253,2.0500,3.6312,5.0348
TCGA-KK-A7AY-01,2.4544,5.4532,1.7229,1.3283,3.5073,2.7487,4.3009,0.9038,4.3667
TCGA-G9-6351-01,3.0859,4.8470,3.4726,4.0773,3.9421,4.6730,5.6276,2.5011,4.7549
TCGA-EJ-7784-01,3.6172,6.9606,3.6370,4.9472,4.7231,3.0825,6.5069,3.2707,5.3230
TCGA-HC-7744-01,3.6714,6.5511,3.1717,4.8783,4.8400,4.0207,6.2812,2.9243,5.5562
TCGA-KK-A8IK-01,2.8240,4.8832,3.3828,4.4608,3.8788,1.8323,0.8408,2.3077,3.9289
TCGA-G9-6496-11,2.6918,3.8421,2.8542,4.0790,3.3966,5.8530,0.1519,2.3677,4.5161
TCGA-M7-A720-01,3.2752,3.9534,3.2466,3.9755,3.5633,5.2028,1.8604,2.8562,4.1244
TCGA-HC-7080-01,3.4143,4.6183,2.6602,3.8421,4.9892,2.7357,1.2085,3.0270,4.8660
TCGA-XK-AAJU-01,3.3032,4.5748,3.2189,3.9636,4.1772,5.6416,1.2636,2.8701,4.7714
TCGA-EJ-5531-01,3.4843,5.3761,3.9543,4.5559,4.7274,4.6041,1.4494,3.5274,4.9919
TCGA-FC-7708-01,3.3506,5.5738,3.8973,4.0807,4.0909,5.7096,5.8748,4.5547,4.4437
TCGA-G9-6348-11,2.6487,3.8621,2.6647,4.1153,3.3773,5.3886,1.2147,2.9875,4.5892
TCGA-HC-7211-11,2.6670,3.3076,3.0481,3.3450,4.0251,4.2041,-0.2671,2.3106,3.1162
TCGA-EJ-7785-11,2.8779,4.3278,4.4027,4.8615,3.9534,4.7571,1.9111,3.5959,4.2624
TCGA-G9-6353-01,2.6962,4.7055,2.8838,3.6680,3.9965,4.8575,4.2327,2.8422,4.7698
TCGA-KK-A59Z-01,2.7742,5.6848,2.6715,3.8300,3.7730,4.9454,1.6785,3.7215,4.2119
TCGA-HC-7738-01,3.2220,5.7809,2.9148,4.1692,4.3944,3.3993,0.2522,2.2206,4.6439
TCGA-ZG-A8QX-01,2.8858,4.3492,3.2781,4.0480,3.5827,3.1228,-0.2671,2.2633,4.3972
TCGA-YL-A9WI-01,3.4464,7.2849,2.5585,4.7138,5.2732,5.5738,0.3907,1.1960,4.8213
TCGA-QU-A6IN-01,1.8604,5.2687,1.1050,3.7752,2.2990,1.9859,5.8294,0.3115,4.3371
TCGA-V1-A8WL-01,3.1145,5.0059,3.4020,4.0287,3.7050,4.8679,0.9568,4.0269,4.6668
TCGA-KK-A8IG-01,3.0927,5.7682,2.8502,4.1676,3.9524,4.7077,1.8683,3.6486,4.1923
TCGA-YL-A8HK-01,3.0340,5.1736,3.3032,3.3591,4.2025,4.9045,6.5548,4.0462,4.4067
TCGA-EJ-5519-01,3.3591,6.2250,3.8788,3.8650,4.8228,4.3499,2.0912,3.6451,4.0756
TCGA-J4-A67T-01,3.4020,6.0248,3.2374,4.0462,3.8421,5.2858,4.9933,3.1344,4.9055
TCGA-VP-A87H-01,3.1653,6.2812,3.0234,4.9045,3.9412,4.7296,0.9493,2.4386,5.3173
TCGA-HC-7079-01,3.1987,5.5503,4.0171,4.2220,3.1987,5.4506,1.7870,5.8719,4.8048
TCGA-HC-7745-01,3.0498,5.9759,3.5411,4.5123,3.9543,5.4800,4.1796,3.8700,4.5243
TCGA-J4-AATZ-01,3.1311,5.0330,3.7741,1.2875,4.8182,4.4443,0.7407,3.0961,4.8758
TCGA-J4-A67K-01,1.8160,6.6813,1.3679,3.1717,2.7889,3.7529,5.4631,1.4228,4.0610
TCGA-EJ-7321-11,3.2602,5.1035,3.6827,4.3597,4.2877,6.1991,1.9822,3.8876,4.3017
TCGA-HC-8216-01,3.0978,5.6171,3.9534,4.9547,4.1425,4.1078,0.9716,3.3032,4.0790
TCGA-KC-A4BL-01,3.5136,6.3248,3.4933,4.4013,4.4095,6.3562,1.4494,3.7730,5.0054
TCGA-G9-7525-01,2.7139,4.6949,2.8877,3.6748,4.7501,3.6612,6.2939,2.2603,5.2381
TCGA-G9-6356-11,3.2389,6.1581,3.0859,4.1515,3.7857,6.3688,-0.4719,3.5149,4.5958
TCGA-EJ-A7NG-01,3.2080,4.9284,3.4530,4.2833,3.8330,5.4121,1.6649,3.0961,4.9270
TCGA-EJ-7123-01,3.3661,6.2582,3.1491,4.6657,4.6083,3.5633,1.5758,3.2526,4.9477
TCGA-VP-A872-01,2.8422,4.0515,3.1360,2.0004,2.6371,4.0162,5.0858,3.3017,4.3342
TCGA-ZG-A9L6-01,3.0515,4.2751,3.5399,4.2795,3.8935,4.9519,2.3843,4.1236,4.6422
TCGA-J4-AATV-01,2.8482,6.4239,3.0637,4.1732,3.5212,5.9284,3.4778,3.3134,4.7533
TCGA-EJ-7792-01,3.3661,5.3837,4.1294,4.7350,4.2987,4.6944,2.3871,4.3702,4.6697
TCGA-XK-AAJ3-01,3.0145,4.9973,2.7444,4.9122,5.0884,2.5561,0.5763,1.7660,4.5386
TCGA-J4-A6G3-01,3.3717,6.2242,3.7730,4.4608,3.8551,6.1475,1.9931,4.2669,4.5577
TCGA-KK-A6E6-01,2.7657,5.4867,3.5136,4.2165,3.7773,4.7049,6.7315,3.4156,4.9910
TCGA-2A-AAYU-01,3.2973,5.4380,3.7982,2.1444,3.8561,3.4984,7.0987,2.6670,5.1946
TCGA-KC-A4BN-01,3.6782,6.0843,3.3619,3.7699,3.8481,5.6303,5.0934,2.8240,5.0947
TCGA-EJ-7784-11,3.4129,5.2932,4.1036,4.7115,4.6600,6.0566,1.8762,4.2350,4.4868
TCGA-EJ-A46B-01,3.2096,4.3306,3.2617,4.0073,4.1764,4.3730,1.3225,2.5413,4.4210
TCGA-HC-8259-11,3.0340,3.7006,3.5887,4.2173,4.1612,4.4906,1.6920,3.2389,4.0225
TCGA-YL-A8SP-01,3.4464,7.5472,3.7667,4.3421,4.7143,3.5547,6.4286,3.1653,0.5568
TCGA-G9-A9S0-01,3.3856,6.1069,3.3321,5.5012,3.4622,3.5299,0.2522,2.3649,4.9137
TCGA-ZG-A9LS-01,3.0944,5.9284,2.9839,4.7491,3.1829,4.8525,2.4359,3.8670,4.8253
TCGA-J9-A52B-01,3.4183,5.5485,3.2811,3.8759,4.5644,4.7263,6.7273,3.1458,4.4344
TCGA-KC-A4BV-01,3.1765,4.4906,3.3047,3.2511,3.8075,3.8915,6.6815,3.6950,4.7645
TCGA-VP-A875-01,3.4129,7.1345,1.8879,4.0662,3.9947,1.9895,6.7237,2.8641,4.8243
TCGA-KK-A6E7-01,2.7636,1.7403,2.6624,3.1733,4.4196,3.5584,0.9935,2.5238,3.3379
TCGA-XK-AAJP-01,3.2313,4.9500,3.0463,4.6312,4.8699,2.6441,0.5955,1.9073,4.4516
TCGA-HC-A76W-01,2.7508,5.8802,3.3407,4.4128,4.1136,4.8405,1.4228,3.2313,2.7868
TCGA-EJ-A8FN-01,2.9281,5.3292,3.5224,4.2721,3.6748,3.4464,1.2756,3.0217,4.4764
TCGA-KC-A7F3-01,3.3047,6.2689,2.7073,4.5874,3.8621,6.1225,0.7579,2.7972,4.8059
TCGA-CH-5767-11,2.8542,7.2773,3.5766,4.3625,3.6555,7.2972,0.8568,3.6838,4.6317
TCGA-YL-A8SL-01,3.6703,6.3236,2.4171,0.8082,5.1231,2.6579,7.4828,2.5338,5.2254
TCGA-2A-AAYO-01,2.8462,5.3402,2.7951,4.1571,3.7182,3.8023,1.2085,3.6497,4.7209
TCGA-G9-6364-01,2.7422,3.7226,3.7259,4.0523,4.3242,3.5098,5.5832,2.7357,5.1534
TCGA-EJ-5501-01,3.3235,5.8669,3.8401,4.1986,4.2825,4.0340,0.8164,3.2220,4.5249
TCGA-G9-6371-01,3.1377,5.8711,3.2737,4.1764,4.2465,2.8462,0.1648,2.4675,5.4774
TCGA-FC-A66V-01,2.2960,2.3193,1.9527,3.6714,3.0602,5.0769,-1.5522,0.8327,3.7313
TCGA-HC-A6AN-01,2.1476,4.9055,1.2636,5.2649,3.4648,3.2811,5.4951,1.3225,4.5928
TCGA-G9-6361-01,3.1523,6.1342,3.2811,3.0791,3.7529,3.8915,6.3279,2.7805,5.3381
TCGA-EJ-5518-01,3.9070,7.3022,3.2929,4.5311,4.9260,4.8017,3.0020,4.2676,5.3202
TCGA-KK-A7AW-01,2.0912,4.3744,-0.2845,2.9839,3.0740,1.8762,-1.1172,0.7321,4.4842
TCGA-KK-A8IH-01,2.9784,5.8048,2.7095,1.2209,3.2313,3.3633,5.9616,2.8661,3.8471
TCGA-EJ-5505-01,3.3897,5.1760,4.1506,4.6525,4.8131,3.7335,0.3796,2.8381,4.7170
TCGA-VN-A88R-01,3.0145,4.2350,2.4386,4.2728,4.7924,3.2143,1.3340,2.9450,4.2212
TCGA-EJ-5532-01,3.4687,6.6414,3.8531,4.5559,4.5784,4.0841,1.7053,3.6417,4.0549
TCGA-HC-7819-11,3.4543,3.5299,3.7529,4.3227,4.4027,4.5211,0.3907,2.6805,4.5079
TCGA-EJ-5514-01,3.8837,5.2028,3.9983,3.4700,5.2821,3.9983,2.2482,3.9599,4.6977
TCGA-EJ-7794-01,3.4569,6.5938,3.6680,5.0077,4.8375,4.8645,1.7532,3.8340,4.8610
TCGA-EJ-5517-01,3.4648,5.6329,4.0799,4.4397,4.1490,4.0688,1.0503,3.8310,4.6456
TCGA-G9-6338-01,2.2842,5.1111,2.3251,3.7006,3.2929,4.4823,1.5013,2.4035,3.7741
TCGA-KK-A8I5-01,2.9032,4.7767,3.2174,5.1918,3.3745,5.0709,5.2825,3.3745,5.0365
TCGA-EJ-AB27-01,3.0723,5.1977,3.4504,4.2488,4.0601,4.7903,0.1257,3.5887,4.5790
TCGA-EJ-5506-01,3.5022,3.4464,4.2541,4.4006,4.2095,4.9402,3.4765,3.2359,4.7437
TCGA-2A-AAYF-01,3.1844,5.4631,2.9394,4.3456,4.3555,3.1377,0.8488,2.0218,4.4088
TCGA-EJ-A65J-01,3.1637,4.2274,3.7857,1.5709,4.5766,2.8955,1.2333,2.6371,4.5802
TCGA-CH-5789-01,3.3076,5.8839,3.9487,4.4595,4.5053,5.8883,3.9783,3.4726,4.3148
TCGA-EJ-7123-11,2.9186,4.5473,3.7400,4.5553,4.1644,4.5650,1.9264,3.3814,3.8167
TCGA-EJ-A46D-01,3.0568,5.5233,2.9394,4.3184,3.5047,4.4686,6.6269,2.6487,4.6759
TCGA-YL-A8SI-01,2.8720,6.0828,2.9090,4.4203,4.2189,4.5104,1.6695,3.1311,4.2803
TCGA-VN-A88K-01,3.1540,6.7263,3.2826,4.5423,4.9672,3.4007,5.5534,3.7603,5.4922
TCGA-V1-A8MF-01,2.6348,6.4619,2.3423,4.6725,3.7432,5.0108,1.9340,3.9856,3.4411
TCGA-HC-7740-11,2.7551,3.3148,3.7720,3.9673,4.4437,4.3660,0.3115,3.0550,3.5174
TCGA-ZG-A9KY-01,3.2143,6.0481,4.2510,4.0541,5.3067,2.6138,0.8164,3.7940,5.2758
TCGA-CH-5752-01,3.6939,7.2234,3.6748,4.4855,5.6433,3.4304,6.9555,3.8054,5.6851
TCGA-VN-A88O-01,3.0145,5.2044,3.3336,4.0073,3.8340,4.1708,0.3685,2.8341,4.2870
TCGA-EJ-5502-01,3.3591,5.1843,3.8360,4.4990,4.1103,5.0153,5.2961,3.7982,4.8802
TCGA-ZG-A8QY-01,2.2299,4.6124,2.8321,4.1724,3.8630,3.4726,1.4281,2.6255,4.2721
TCGA-KC-A7FA-01,3.0446,5.5423,2.8096,3.5510,3.5669,4.5374,0.5470,3.2018,2.1894
TCGA-CH-5753-01,2.8482,5.1194,4.2281,4.8012,5.0657,4.8192,0.3231,3.2127,5.0449
TCGA-KK-A8IJ-01,3.3336,5.0009,3.7518,4.2758,4.0019,5.1165,1.2576,3.2466,4.1458
TCGA-HC-7817-01,2.8562,4.9635,3.9440,3.8208,3.7248,5.5091,2.1114,4.1474,4.6938
TCGA-G9-7519-01,2.9319,4.8314,2.4492,4.2158,3.7836,3.5237,0.3346,1.8363,4.1449
TCGA-CH-5748-01,3.4713,6.8648,3.8739,4.5577,4.6798,3.2632,0.3796,2.6670,5.0648
TCGA-YL-A8SQ-01,2.4934,6.0284,2.7551,4.6719,4.3986,3.4210,1.3679,3.2343,4.7361
TCGA-G9-6384-11,3.1924,5.8822,3.1653,3.8136,3.8876,5.9800,1.5115,2.8877,4.1409
TCGA-CH-5737-01,2.8819,5.5647,2.9167,3.1062,4.5940,3.2435,1.0151,3.1162,4.6300
TCGA-2A-A8W1-01,3.1653,5.8525,3.6939,4.3751,3.9810,2.3337,-0.9132,2.4727,4.5460
TCGA-EJ-A46G-01,2.5924,5.7055,3.3134,4.0926,4.8565,3.5621,1.4652,3.4765,4.8329
